symbol,date,open,high,low,close,volume,"('date', '')","('open', 'VNM.VN')","('high', 'VNM.VN')","('low', 'VNM.VN')","('close', 'VNM.VN')","('volume', 'VNM.VN')"
VNM,2016-03-14,50660.0,51050.0,49930.0,50290.0,440820.0,,,,,,
VNM,2016-03-15,50290.0,51410.0,49930.0,50660.0,870660.0,,,,,,
VNM,2016-03-16,50660.0,51410.0,50290.0,51050.0,376070.0,,,,,,
VNM,2016-03-17,51410.0,52170.0,51050.0,51410.0,739970.0,,,,,,
VNM,2016-03-18,51050.0,51410.0,51050.0,51410.0,335290.0,,,,,,
VNM,2016-03-21,51050.0,51780.0,50290.0,50290.0,539910.0,,,,,,
VNM,2016-03-22,50290.0,50290.0,49170.0,49560.0,1036240.0,,,,,,
VNM,2016-03-23,49560.0,50290.0,49560.0,49930.0,389980.0,,,,,,
VNM,2016-03-24,49930.0,50660.0,49560.0,50290.0,568030.0,,,,,,
VNM,2016-03-25,49930.0,50290.0,49170.0,49930.0,597170.0,,,,,,
VNM,2016-03-28,49930.0,50290.0,49560.0,50290.0,177060.0,,,,,,
VNM,2016-03-29,50290.0,50660.0,49930.0,49930.0,364550.0,,,,,,
VNM,2016-03-30,49930.0,51050.0,49560.0,50660.0,645090.0,,,,,,
VNM,2016-03-31,50660.0,51050.0,49930.0,49930.0,499710.0,,,,,,
VNM,2016-04-01,49930.0,50660.0,49560.0,49930.0,786790.0,,,,,,
VNM,2016-04-04,49930.0,50290.0,49560.0,49930.0,260660.0,,,,,,
VNM,2016-04-05,50660.0,51050.0,50290.0,51050.0,590930.0,,,,,,
VNM,2016-04-06,51050.0,51050.0,50290.0,51050.0,325000.0,,,,,,
VNM,2016-04-07,51050.0,52910.0,50660.0,52510.0,2120080.0,,,,,,
VNM,2016-04-08,52510.0,53640.0,52170.0,53290.0,1047870.0,,,,,,
VNM,2016-04-11,53640.0,54030.0,53290.0,53290.0,815800.0,,,,,,
VNM,2016-04-12,53290.0,53640.0,52910.0,53290.0,686480.0,,,,,,
VNM,2016-04-13,53640.0,54030.0,52910.0,52910.0,681500.0,,,,,,
VNM,2016-04-14,52910.0,53640.0,52510.0,52910.0,671070.0,,,,,,
VNM,2016-04-15,53290.0,54030.0,53290.0,53290.0,624610.0,,,,,,
VNM,2016-04-19,53290.0,53640.0,51780.0,51780.0,1117610.0,,,,,,
VNM,2016-04-20,51780.0,52170.0,50290.0,50660.0,1698460.0,,,,,,
VNM,2016-04-21,51050.0,51410.0,50290.0,51050.0,748780.0,,,,,,
VNM,2016-04-22,51050.0,52510.0,51050.0,52170.0,938560.0,,,,,,
VNM,2016-04-25,52910.0,53290.0,51780.0,51780.0,886480.0,,,,,,
VNM,2016-04-26,51780.0,52170.0,51780.0,52170.0,604360.0,,,,,,
VNM,2016-04-27,52510.0,52510.0,51410.0,51410.0,557430.0,,,,,,
VNM,2016-04-28,51780.0,51780.0,51410.0,51410.0,483970.0,,,,,,
