symbol,date,open,high,low,close,volume,"('date', '')","('open', 'STB.VN')","('high', 'STB.VN')","('low', 'STB.VN')","('close', 'STB.VN')","('volume', 'STB.VN')"
STB,2017-12-11,12850.0,12850.0,12300.0,12300.0,4124060.0,,,,,,
STB,2017-12-12,12400.0,12550.0,11450.0,12450.0,6713650.0,,,,,,
STB,2017-12-13,12500.0,12500.0,12000.0,12000.0,1791790.0,,,,,,
STB,2017-12-14,11900.0,12500.0,11900.0,12500.0,2535990.0,,,,,,
STB,2017-12-15,12500.0,12700.0,12300.0,12700.0,3316180.0,,,,,,
STB,2017-12-18,12950.0,12950.0,12600.0,12750.0,3899560.0,,,,,,
STB,2017-12-19,12900.0,12900.0,12500.0,12550.0,2998760.0,,,,,,
STB,2017-12-20,12550.0,12750.0,12450.0,12550.0,2961790.0,,,,,,
STB,2017-12-21,12550.0,12650.0,12300.0,12300.0,3185360.0,,,,,,
STB,2017-12-22,12300.0,12650.0,12300.0,12550.0,4056860.0,,,,,,
STB,2017-12-25,12650.0,12750.0,12300.0,12350.0,3767280.0,,,,,,
STB,2017-12-26,12450.0,12600.0,12350.0,12600.0,3685430.0,,,,,,
STB,2017-12-27,12650.0,13100.0,12600.0,12850.0,18184020.0,,,,,,
STB,2017-12-28,12900.0,13100.0,12850.0,12950.0,9637560.0,,,,,,
STB,2017-12-29,13000.0,13050.0,12800.0,12850.0,7267650.0,,,,,,
STB,2018-01-02,12850.0,13500.0,12700.0,13400.0,16330710.0,,,,,,
STB,2018-01-03,13500.0,13600.0,13250.0,13350.0,15695370.0,,,,,,
STB,2018-01-04,13350.0,13850.0,13350.0,13600.0,26486080.0,,,,,,
STB,2018-01-05,13700.0,13800.0,13450.0,13600.0,17260770.0,,,,,,
STB,2018-01-08,13700.0,14550.0,13700.0,14550.0,33849130.0,,,,,,
STB,2018-01-09,15050.0,15250.0,14600.0,14850.0,36237040.0,,,,,,
STB,2018-01-10,14700.0,15650.0,14500.0,15600.0,49555650.0,,,,,,
STB,2018-01-11,15400.0,16500.0,15200.0,16250.0,24136660.0,,,,,,
STB,2018-01-12,15500.0,16500.0,15500.0,15500.0,34240510.0,,,,,,
STB,2018-01-15,15350.0,15600.0,14950.0,15350.0,37458060.0,,,,,,
STB,2018-01-16,14950.0,15200.0,14750.0,14950.0,42132270.0,,,,,,
STB,2018-01-17,14300.0,15200.0,14300.0,14300.0,27468280.0,,,,,,
STB,2018-01-18,14150.0,15000.0,13900.0,15000.0,31286260.0,,,,,,
STB,2018-01-19,15100.0,15600.0,14900.0,15450.0,28631100.0,,,,,,
STB,2018-01-22,15300.0,15500.0,14850.0,15100.0,24126670.0,,,,,,
STB,2018-01-25,15200.0,15900.0,14850.0,15400.0,48551070.0,,,,,,
STB,2018-01-26,15600.0,15900.0,15200.0,15700.0,22848750.0,,,,,,
STB,2018-01-29,15800.0,16750.0,15750.0,16750.0,34304980.0,,,,,,
STB,2018-01-30,16600.0,17300.0,16250.0,17100.0,30030790.0,,,,,,
STB,2018-01-31,17200.0,17200.0,16250.0,16250.0,26189160.0,,,,,,
STB,2018-02-01,16350.0,16400.0,15650.0,15700.0,26002480.0,,,,,,
STB,2018-02-02,15800.0,16400.0,15550.0,16250.0,13867670.0,,,,,,
STB,2018-02-05,15850.0,16050.0,15150.0,15150.0,22169590.0,,,,,,
STB,2018-02-06,14100.0,15400.0,14100.0,15400.0,32948840.0,,,,,,
STB,2018-02-07,15900.0,16100.0,15600.0,15750.0,14286510.0,,,,,,
STB,2018-02-08,15350.0,15700.0,14900.0,14900.0,8479180.0,,,,,,
STB,2018-02-09,14400.0,15150.0,14300.0,14950.0,13411880.0,,,,,,
STB,2018-02-12,15400.0,15900.0,15200.0,15900.0,9914870.0,,,,,,
STB,2018-02-13,16000.0,16100.0,15850.0,15900.0,10209140.0,,,,,,
STB,2018-02-21,16050.0,16600.0,15900.0,16300.0,16316020.0,,,,,,
STB,2018-02-22,16100.0,16700.0,16000.0,16100.0,18524560.0,,,,,,
STB,2018-02-23,16300.0,16450.0,16050.0,16450.0,13291780.0,,,,,,
STB,2018-02-26,16750.0,16800.0,16050.0,16050.0,19198360.0,,,,,,
STB,2018-02-27,16200.0,16250.0,15900.0,16149.0,12575110.0,,,,,,
STB,2018-02-28,16000.0,16300.0,15900.0,16100.0,15273080.0,,,,,,
STB,2018-03-01,15900.0,16149.0,15700.0,15750.0,17478590.0,,,,,,
STB,2018-03-02,15500.0,15800.0,15450.0,15700.0,11091610.0,,,,,,
STB,2018-03-05,15850.0,15900.0,14950.0,14950.0,17426940.0,,,,,,
STB,2018-03-06,15200.0,15450.0,15000.0,15300.0,12649080.0,,,,,,
STB,2018-03-07,15350.0,15350.0,14950.0,15050.0,10579590.0,,,,,,
STB,2018-03-08,15100.0,15300.0,15000.0,15200.0,6052260.0,,,,,,
STB,2018-03-09,15500.0,15500.0,15250.0,15400.0,7217150.0,,,,,,
STB,2018-03-12,15550.0,16149.0,15450.0,15950.0,17246770.0,,,,,,
STB,2018-03-13,16000.0,16200.0,15900.0,16100.0,11565610.0,,,,,,
STB,2018-03-14,16200.0,16450.0,16050.0,16050.0,16435110.0,,,,,,
STB,2018-03-15,16050.0,16400.0,15900.0,16149.0,12448630.0,,,,,,
STB,2018-03-16,16400.0,16550.0,16250.0,16300.0,22637590.0,,,,,,
STB,2018-03-19,16500.0,16600.0,16000.0,16050.0,12281670.0,,,,,,
STB,2018-03-20,15900.0,16050.0,15900.0,16000.0,12481130.0,,,,,,
STB,2018-03-21,16100.0,16500.0,16050.0,16250.0,19142330.0,,,,,,
STB,2018-03-22,16300.0,16450.0,15950.0,16000.0,13091770.0,,,,,,
STB,2018-03-23,15500.0,15800.0,15400.0,15750.0,17462630.0,,,,,,
STB,2018-03-26,15500.0,15750.0,15400.0,15650.0,10950260.0,,,,,,
STB,2018-03-27,15800.0,15900.0,15450.0,15500.0,8281210.0,,,,,,
STB,2018-03-28,15450.0,15500.0,15300.0,15350.0,6522170.0,,,,,,
STB,2018-03-29,15450.0,15500.0,15200.0,15250.0,5936830.0,,,,,,
STB,2018-03-30,15300.0,15550.0,15200.0,15500.0,5869030.0,,,,,,
STB,2018-04-02,15650.0,15900.0,15550.0,15800.0,8270980.0,,,,,,
STB,2018-04-03,15700.0,15850.0,15600.0,15700.0,6880570.0,,,,,,
STB,2018-04-04,15750.0,15950.0,15600.0,15600.0,7381040.0,,,,,,
STB,2018-04-05,15650.0,15750.0,15550.0,15700.0,6478900.0,,,,,,
STB,2018-04-06,15750.0,16300.0,15750.0,16100.0,19585030.0,,,,,,
STB,2018-04-09,16200.0,16500.0,16100.0,16400.0,14760890.0,,,,,,
STB,2018-04-10,16500.0,16650.0,16000.0,16200.0,12994170.0,,,,,,
STB,2018-04-11,16200.0,16300.0,15550.0,15650.0,16587330.0,,,,,,
STB,2018-04-12,15550.0,15700.0,15400.0,15600.0,10108420.0,,,,,,
STB,2018-04-13,15750.0,15800.0,15350.0,15450.0,8574840.0,,,,,,
STB,2018-04-16,15400.0,15650.0,15200.0,15500.0,4935240.0,,,,,,
STB,2018-04-17,15500.0,15800.0,15500.0,15800.0,4935860.0,,,,,,
STB,2018-04-18,15850.0,15850.0,15500.0,15500.0,4805610.0,,,,,,
STB,2018-04-19,15500.0,15550.0,15000.0,15000.0,9404240.0,,,,,,
STB,2018-04-20,15200.0,15450.0,14900.0,15450.0,7856380.0,,,,,,
STB,2018-04-23,15450.0,15500.0,14400.0,14400.0,11192640.0,,,,,,
STB,2018-04-24,14400.0,14500.0,14100.0,14150.0,7281230.0,,,,,,
STB,2018-04-26,14100.0,14250.0,13200.0,13350.0,8527570.0,,,,,,
STB,2018-04-27,13350.0,13950.0,13300.0,13850.0,5678620.0,,,,,,
STB,2018-05-02,13800.0,13950.0,13200.0,13300.0,5157290.0,,,,,,
STB,2018-05-03,13300.0,13700.0,12650.0,13700.0,7686450.0,,,,,,
STB,2018-05-04,13700.0,13800.0,13350.0,13450.0,4008960.0,,,,,,
STB,2018-05-07,13500.0,13950.0,13400.0,13950.0,4882230.0,,,,,,
STB,2018-05-08,13900.0,14000.0,13650.0,13650.0,3345160.0,,,,,,
STB,2018-05-09,13600.0,13750.0,13450.0,13500.0,2448570.0,,,,,,
STB,2018-05-10,13500.0,13500.0,12800.0,12900.0,5838710.0,,,,,,
STB,2018-05-11,12900.0,13150.0,12700.0,13100.0,5002790.0,,,,,,
STB,2018-05-14,13300.0,13300.0,12950.0,13100.0,2829090.0,,,,,,
STB,2018-05-15,13000.0,13300.0,13000.0,13100.0,3437030.0,,,,,,
STB,2018-05-16,13050.0,13200.0,13000.0,13050.0,2502170.0,,,,,,
STB,2018-05-17,13050.0,13100.0,12750.0,12750.0,2661130.0,,,,,,
STB,2018-05-18,12850.0,12900.0,12500.0,12750.0,3843440.0,,,,,,
STB,2018-05-21,12800.0,12950.0,12600.0,12600.0,3395120.0,,,,,,
STB,2018-05-22,12500.0,12550.0,11750.0,12000.0,7441600.0,,,,,,
STB,2018-05-23,12000.0,12250.0,11800.0,12150.0,4596350.0,,,,,,
STB,2018-05-24,12200.0,12300.0,11950.0,12050.0,4270750.0,,,,,,
STB,2018-05-25,12000.0,12100.0,11650.0,11650.0,3719300.0,,,,,,
STB,2018-05-28,11600.0,11650.0,10850.0,10850.0,7851450.0,,,,,,
STB,2018-05-29,10900.0,11600.0,10900.0,11600.0,7049880.0,,,,,,
STB,2018-05-30,11600.0,11750.0,11400.0,11500.0,4355010.0,,,,,,
STB,2018-05-31,11450.0,11850.0,11400.0,11750.0,3226080.0,,,,,,
STB,2018-06-01,11700.0,12000.0,11700.0,11750.0,4314180.0,,,,,,
STB,2018-06-04,12000.0,12550.0,12000.0,12550.0,7419940.0,,,,,,
STB,2018-06-05,12700.0,13150.0,12600.0,12900.0,8107860.0,,,,,,
STB,2018-06-06,12800.0,13450.0,12700.0,13300.0,8478470.0,,,,,,
STB,2018-06-07,13300.0,13350.0,12950.0,13000.0,7106430.0,,,,,,
STB,2018-06-08,13000.0,13100.0,12850.0,12900.0,3969030.0,,,,,,
