symbol,date,open,high,low,close,volume,"('date', '')","('open', 'VIB.VN')","('high', 'VIB.VN')","('low', 'VIB.VN')","('close', 'VIB.VN')","('volume', 'VIB.VN')"
VIB,2018-06-01,3700.0,3770.0,3700.0,3740.0,168520.0,,,,,,
VIB,2018-06-04,3700.0,4070.0,3700.0,4010.0,241940.0,,,,,,
VIB,2018-06-05,4010.0,4200.0,3970.0,4010.0,231470.0,,,,,,
VIB,2018-06-06,4010.0,4030.0,3970.0,4010.0,203835.0,,,,,,
VIB,2018-06-07,4030.0,4170.0,4010.0,4120.0,321188.0,,,,,,
VIB,2018-06-08,4090.0,4170.0,4040.0,4150.0,196600.0,,,,,,
VIB,2018-06-11,4090.0,4170.0,4040.0,4130.0,136430.0,,,,,,
VIB,2018-06-12,4090.0,4090.0,3950.0,4010.0,221750.0,,,,,,
VIB,2018-06-13,4000.0,4040.0,3970.0,4010.0,65360.0,,,,,,
VIB,2018-06-14,3970.0,4090.0,3830.0,3890.0,258925.0,,,,,,
VIB,2018-06-15,3890.0,3890.0,3860.0,3870.0,71408.0,,,,,,
VIB,2018-06-18,3870.0,3870.0,3720.0,3760.0,74900.0,,,,,,
VIB,2018-06-19,3700.0,3700.0,3510.0,3630.0,332150.0,,,,,,
VIB,2018-06-20,3630.0,3700.0,3580.0,3620.0,292100.0,,,,,,
VIB,2018-06-21,3630.0,3630.0,3540.0,3560.0,179910.0,,,,,,
VIB,2018-06-22,3600.0,3630.0,3560.0,3580.0,113860.0,,,,,,
VIB,2018-06-25,3630.0,3820.0,3610.0,3650.0,99960.0,,,,,,
VIB,2018-06-26,3630.0,3700.0,3560.0,3700.0,149204.0,,,,,,
VIB,2018-06-27,3630.0,3630.0,3560.0,3560.0,139110.0,,,,,,
VIB,2018-06-28,3560.0,3560.0,3530.0,3540.0,102785.0,,,,,,
VIB,2018-06-29,3540.0,3630.0,3510.0,3560.0,127100.0,,,,,,
VIB,2018-07-02,3510.0,3510.0,3370.0,3410.0,105050.0,,,,,,
VIB,2018-07-03,3440.0,3440.0,3180.0,3300.0,133870.0,,,,,,
VIB,2018-07-04,3370.0,3370.0,3200.0,3250.0,115940.0,,,,,,
VIB,2018-07-05,3190.0,3250.0,3040.0,3040.0,183200.0,,,,,,
VIB,2018-07-06,3140.0,3280.0,2980.0,3190.0,123610.0,,,,,,
VIB,2018-07-09,3180.0,3300.0,3110.0,3160.0,187190.0,,,,,,
VIB,2018-07-10,3250.0,3300.0,3200.0,3300.0,122857.0,,,,,,
VIB,2018-07-11,3300.0,3300.0,3090.0,3180.0,221260.0,,,,,,
VIB,2018-07-12,3210.0,3280.0,3180.0,3250.0,136405.0,,,,,,
VIB,2018-07-13,3250.0,3310.0,3230.0,3310.0,208367.0,,,,,,
VIB,2018-07-16,3300.0,3530.0,3280.0,3410.0,88160.0,,,,,,
VIB,2018-07-17,3390.0,3460.0,3310.0,3440.0,289500.0,,,,,,
VIB,2018-07-18,3440.0,3650.0,3440.0,3650.0,196967.0,,,,,,
VIB,2018-07-19,3610.0,3760.0,3610.0,3700.0,121080.0,,,,,,
VIB,2018-07-20,3600.0,3650.0,3530.0,3650.0,154600.0,,,,,,
VIB,2018-07-23,3700.0,3820.0,3700.0,3740.0,218470.0,,,,,,
VIB,2018-07-24,3760.0,3760.0,3580.0,3630.0,214700.0,,,,,,
VIB,2018-07-25,3650.0,3680.0,3540.0,3540.0,145406.0,,,,,,
VIB,2018-07-26,3550.0,3550.0,3480.0,3530.0,122983.0,,,,,,
VIB,2018-07-27,3530.0,3620.0,3530.0,3560.0,174447.0,,,,,,
VIB,2018-07-30,3580.0,3610.0,3500.0,3600.0,264477.0,,,,,,
VIB,2018-07-31,3600.0,3610.0,3510.0,3610.0,140610.0,,,,,,
VIB,2018-08-01,3550.0,3600.0,3530.0,3540.0,136000.0,,,,,,
VIB,2018-08-02,3540.0,3540.0,3480.0,3480.0,153300.0,,,,,,
VIB,2018-08-03,3550.0,3580.0,3530.0,3550.0,133560.0,,,,,,
VIB,2018-08-06,3530.0,3550.0,3530.0,3530.0,35850.0,,,,,,
VIB,2018-08-07,3540.0,3550.0,3530.0,3530.0,50110.0,,,,,,
VIB,2018-08-08,3560.0,3650.0,3560.0,3630.0,124484.0,,,,,,
VIB,2018-08-09,3630.0,3690.0,3610.0,3620.0,65537.0,,,,,,
VIB,2018-08-10,3650.0,3650.0,3560.0,3630.0,48130.0,,,,,,
VIB,2018-08-13,3610.0,3720.0,3580.0,3700.0,316830.0,,,,,,
VIB,2018-08-14,3680.0,3790.0,3650.0,3740.0,312454.0,,,,,,
VIB,2018-08-15,3750.0,3950.0,3750.0,3760.0,325463.0,,,,,,
VIB,2018-08-16,3750.0,3760.0,3650.0,3760.0,282780.0,,,,,,
VIB,2018-08-17,3750.0,3860.0,3740.0,3790.0,308447.0,,,,,,
VIB,2018-08-20,3790.0,3950.0,3790.0,3860.0,201856.0,,,,,,
VIB,2018-08-21,3860.0,3860.0,3790.0,3800.0,187478.0,,,,,,
VIB,2018-08-22,3830.0,3860.0,3770.0,3820.0,148473.0,,,,,,
VIB,2018-08-23,3770.0,3800.0,3750.0,3790.0,79536.0,,,,,,
VIB,2018-08-24,3760.0,3770.0,3680.0,3760.0,215500.0,,,,,,
VIB,2018-08-27,3720.0,3820.0,3720.0,3740.0,256327.0,,,,,,
VIB,2018-08-28,3750.0,3750.0,3620.0,3650.0,311046.0,,,,,,
VIB,2018-08-29,3650.0,3680.0,3630.0,3650.0,150166.0,,,,,,
VIB,2018-08-30,3650.0,3650.0,3620.0,3650.0,131330.0,,,,,,
VIB,2018-08-31,3650.0,3690.0,3650.0,3690.0,134172.0,,,,,,
VIB,2018-09-04,3650.0,3650.0,3540.0,3540.0,161706.0,,,,,,
VIB,2018-09-05,3560.0,3600.0,3450.0,3450.0,194858.0,,,,,,
VIB,2018-09-06,3440.0,3510.0,3410.0,3480.0,160024.0,,,,,,
VIB,2018-09-07,3420.0,3550.0,3420.0,3540.0,141564.0,,,,,,
VIB,2018-09-10,3530.0,3540.0,3530.0,3530.0,75950.0,,,,,,
VIB,2018-09-11,3530.0,3620.0,3530.0,3620.0,159062.0,,,,,,
VIB,2018-09-12,3610.0,3650.0,3610.0,3630.0,110337.0,,,,,,
VIB,2018-09-13,3630.0,3650.0,3560.0,3620.0,84362.0,,,,,,
VIB,2018-09-14,3620.0,3650.0,3610.0,3650.0,80439.0,,,,,,
VIB,2018-09-17,3630.0,3650.0,3620.0,3630.0,214360.0,,,,,,
VIB,2018-09-18,3610.0,3620.0,3580.0,3600.0,82001.0,,,,,,
VIB,2018-09-19,3600.0,3680.0,3600.0,3630.0,124830.0,,,,,,
VIB,2018-09-20,3630.0,3690.0,3630.0,3690.0,65009.0,,,,,,
VIB,2018-09-21,3650.0,3770.0,3650.0,3770.0,394745.0,,,,,,
VIB,2018-09-24,3820.0,3860.0,3760.0,3860.0,294120.0,,,,,,
VIB,2018-09-25,3830.0,3860.0,3820.0,3830.0,82285.0,,,,,,
VIB,2018-09-26,3760.0,3860.0,3760.0,3830.0,154326.0,,,,,,
VIB,2018-09-27,3830.0,3860.0,3800.0,3820.0,193540.0,,,,,,
VIB,2018-09-28,3820.0,3910.0,3770.0,3890.0,245696.0,,,,,,
VIB,2018-10-01,3870.0,4000.0,3870.0,3910.0,299675.0,,,,,,
VIB,2018-10-02,3910.0,3960.0,3890.0,3890.0,145154.0,,,,,,
VIB,2018-10-03,3910.0,3910.0,3830.0,3860.0,148574.0,,,,,,
VIB,2018-10-04,3830.0,3890.0,3830.0,3890.0,157062.0,,,,,,
VIB,2018-10-05,3890.0,3890.0,3820.0,3830.0,232935.0,,,,,,
VIB,2018-10-08,3870.0,3890.0,3770.0,3800.0,96360.0,,,,,,
VIB,2018-10-09,3770.0,3830.0,3770.0,3800.0,95550.0,,,,,,
VIB,2018-10-10,3790.0,3960.0,3760.0,3830.0,133675.0,,,,,,
VIB,2018-10-11,3770.0,3770.0,3370.0,3580.0,355890.0,,,,,,
VIB,2018-10-12,3530.0,3690.0,3440.0,3650.0,181585.0,,,,,,
VIB,2018-10-15,3610.0,3680.0,3600.0,3610.0,97020.0,,,,,,
VIB,2018-10-16,3620.0,3690.0,3620.0,3630.0,44371.0,,,,,,
VIB,2018-10-17,3650.0,3700.0,3620.0,3650.0,117118.0,,,,,,
VIB,2018-10-18,3650.0,3650.0,3610.0,3650.0,38940.0,,,,,,
VIB,2018-10-19,3630.0,3680.0,3560.0,3680.0,133103.0,,,,,,
VIB,2018-10-22,3650.0,3700.0,3650.0,3650.0,165925.0,,,,,,
VIB,2018-10-23,3650.0,3650.0,3550.0,3620.0,114162.0,,,,,,
VIB,2018-10-24,3600.0,3630.0,3530.0,3530.0,98910.0,,,,,,
VIB,2018-10-25,3510.0,3510.0,3370.0,3500.0,191387.0,,,,,,
VIB,2018-10-26,3500.0,3510.0,3420.0,3440.0,151443.0,,,,,,
VIB,2018-10-29,3450.0,3530.0,3450.0,3450.0,71305.0,,,,,,
VIB,2018-10-30,3450.0,3550.0,3450.0,3530.0,37830.0,,,,,,
VIB,2018-10-31,3530.0,3630.0,3530.0,3580.0,37810.0,,,,,,
VIB,2018-11-01,3580.0,3600.0,3530.0,3530.0,28450.0,,,,,,
VIB,2018-11-02,3550.0,3580.0,3510.0,3550.0,33570.0,,,,,,
VIB,2018-11-05,3550.0,3550.0,3450.0,3450.0,128500.0,,,,,,
VIB,2018-11-06,3530.0,3530.0,3460.0,3480.0,71090.0,,,,,,
VIB,2018-11-07,3530.0,3590.0,3530.0,3580.0,69325.0,,,,,,
VIB,2018-11-08,3630.0,3760.0,3630.0,3740.0,289879.0,,,,,,
VIB,2018-11-09,3760.0,3770.0,3630.0,3630.0,186775.0,,,,,,
VIB,2018-11-12,3650.0,3720.0,3590.0,3700.0,110900.0,,,,,,
VIB,2018-11-13,3690.0,3700.0,3620.0,3620.0,139469.0,,,,,,
VIB,2018-11-14,3650.0,3680.0,3630.0,3650.0,177325.0,,,,,,
VIB,2018-11-15,3650.0,3680.0,3620.0,3630.0,329305.0,,,,,,
VIB,2018-11-16,3650.0,3900.0,3650.0,3760.0,218161.0,,,,,,
VIB,2018-11-19,3810.0,3810.0,3760.0,3790.0,121564.0,,,,,,
VIB,2018-11-20,3790.0,3810.0,3730.0,3750.0,87110.0,,,,,,
VIB,2018-11-21,3730.0,3730.0,3620.0,3680.0,55840.0,,,,,,
VIB,2018-11-22,3680.0,3730.0,3680.0,3680.0,106280.0,,,,,,
VIB,2018-11-23,3680.0,3680.0,3620.0,3640.0,82770.0,,,,,,
VIB,2018-11-26,3650.0,3650.0,3590.0,3620.0,26507.0,,,,,,
VIB,2018-11-27,3640.0,3640.0,3590.0,3620.0,62468.0,,,,,,
VIB,2018-11-28,3620.0,3620.0,3550.0,3550.0,68204.0,,,,,,
VIB,2018-11-29,3600.0,3690.0,3590.0,3620.0,312382.0,,,,,,
VIB,2018-11-30,3640.0,3640.0,3550.0,3550.0,141238.0,,,,,,
VIB,2018-12-03,3620.0,3750.0,3620.0,3690.0,309658.0,,,,,,
VIB,2018-12-04,3690.0,3760.0,3690.0,3760.0,308347.0,,,,,,
VIB,2018-12-05,3690.0,3760.0,3680.0,3760.0,209600.0,,,,,,
VIB,2018-12-06,3730.0,3760.0,3690.0,3730.0,222209.0,,,,,,
VIB,2018-12-07,3730.0,3760.0,3730.0,3760.0,133635.0,,,,,,
VIB,2018-12-10,3750.0,3760.0,3650.0,3690.0,110418.0,,,,,,
VIB,2018-12-11,3690.0,3750.0,3680.0,3730.0,96690.0,,,,,,
VIB,2018-12-12,3730.0,3750.0,3690.0,3730.0,180370.0,,,,,,
VIB,2018-12-13,3730.0,3760.0,3690.0,3760.0,222617.0,,,,,,
VIB,2018-12-14,3750.0,3750.0,3650.0,3650.0,135890.0,,,,,,
VIB,2018-12-17,3680.0,3680.0,3530.0,3550.0,214850.0,,,,,,
VIB,2018-12-18,3530.0,3530.0,3410.0,3500.0,391730.0,,,,,,
VIB,2018-12-19,3500.0,3500.0,3430.0,3500.0,72615.0,,,,,,
VIB,2018-12-20,3450.0,3550.0,3450.0,3550.0,60650.0,,,,,,
VIB,2018-12-21,3550.0,3550.0,3470.0,3530.0,155198.0,,,,,,
VIB,2018-12-24,3520.0,3530.0,3500.0,3500.0,80306.0,,,,,,
VIB,2018-12-25,3470.0,3500.0,3380.0,3430.0,243521.0,,,,,,
VIB,2018-12-26,3430.0,3430.0,3390.0,3390.0,134000.0,,,,,,
VIB,2018-12-27,3450.0,3470.0,3410.0,3410.0,142186.0,,,,,,
