symbol,date,open,high,low,close,volume
VJC,2017-02-28,61641.0,61641.0,61641.0,61641.0,12030
VJC,2017-03-01,65922.0,65922.0,65922.0,65922.0,99100
VJC,2017-03-02,70488.0,70488.0,70488.0,70488.0,190550
VJC,2017-03-03,75396.0,75396.0,70488.0,75396.0,2750050
VJC,2017-03-06,76481.0,78764.0,75396.0,78422.0,1155300
VJC,2017-03-07,78422.0,78479.0,74255.0,75625.0,901520
VJC,2017-03-08,74255.0,75625.0,72200.0,74198.0,916200
VJC,2017-03-09,73456.0,74769.0,73456.0,74540.0,635920
VJC,2017-03-10,74540.0,74769.0,73513.0,74769.0,436480
VJC,2017-03-13,75054.0,75282.0,74369.0,74769.0,566660
VJC,2017-03-14,74426.0,74655.0,73913.0,73913.0,410150
VJC,2017-03-15,73627.0,73913.0,69061.0,69346.0,662540
VJC,2017-03-16,69346.0,69632.0,66493.0,66493.0,477810
VJC,2017-03-17,65979.0,69061.0,64495.0,67063.0,496260
VJC,2017-03-20,68490.0,71744.0,67634.0,71744.0,307470
VJC,2017-03-21,71744.0,74084.0,71572.0,71572.0,348100
VJC,2017-03-22,71344.0,71858.0,70431.0,71344.0,380360
VJC,2017-03-23,71344.0,72771.0,71173.0,71915.0,402040
VJC,2017-03-24,72486.0,73570.0,72486.0,73056.0,557630
VJC,2017-03-27,73627.0,74769.0,73342.0,74141.0,454930
VJC,2017-03-28,74769.0,76310.0,74198.0,74712.0,475680
VJC,2017-03-29,75282.0,75282.0,74198.0,75168.0,426200
VJC,2017-03-30,75339.0,75339.0,73056.0,73056.0,363980
VJC,2017-03-31,74141.0,74141.0,73056.0,73113.0,318710
VJC,2017-04-03,73056.0,73913.0,71801.0,71801.0,282490
VJC,2017-04-04,73627.0,74141.0,71972.0,73056.0,459220
VJC,2017-04-05,72657.0,74255.0,72200.0,73456.0,596140
VJC,2017-04-07,73684.0,73741.0,73456.0,73684.0,350370
VJC,2017-04-10,73684.0,75054.0,73570.0,74655.0,765530
VJC,2017-04-11,74769.0,75339.0,74712.0,75225.0,206460
VJC,2017-04-12,74826.0,76823.0,74826.0,76538.0,458390
VJC,2017-04-13,76481.0,76709.0,76367.0,76595.0,278260
VJC,2017-04-14,76652.0,76709.0,74769.0,76024.0,335130
VJC,2017-04-17,75054.0,76367.0,74198.0,75168.0,227200
VJC,2017-04-18,74255.0,75225.0,73056.0,73627.0,263970
VJC,2017-04-19,73627.0,75054.0,72999.0,74997.0,255600
VJC,2017-04-20,74997.0,75225.0,73913.0,75111.0,313760
VJC,2017-04-21,75282.0,75282.0,74597.0,74997.0,218910
VJC,2017-04-24,74997.0,75225.0,73855.0,73855.0,229020
VJC,2017-04-25,73855.0,73855.0,72771.0,73056.0,212370
VJC,2017-04-26,73056.0,73798.0,73056.0,73741.0,204330
VJC,2017-04-27,74769.0,74769.0,73113.0,73113.0,229050
VJC,2017-04-28,73855.0,73855.0,72771.0,72885.0,225640
VJC,2017-05-03,73456.0,73456.0,72828.0,72999.0,244220
VJC,2017-05-04,72999.0,74198.0,72999.0,74198.0,251660
VJC,2017-05-05,74312.0,74312.0,73342.0,74084.0,234430
VJC,2017-05-08,74141.0,74141.0,73627.0,73970.0,244970
VJC,2017-05-09,73970.0,74256.0,73396.0,73855.0,292990
VJC,2017-05-10,73855.0,74830.0,73625.0,74830.0,421080
VJC,2017-05-11,74658.0,75002.0,74371.0,74772.0,425720
VJC,2017-05-12,74543.0,75002.0,74256.0,74543.0,329590
VJC,2017-05-15,73970.0,74486.0,73396.0,73683.0,342370
VJC,2017-05-16,73683.0,73683.0,72823.0,73396.0,381790
VJC,2017-05-17,73511.0,73797.0,72479.0,73396.0,361550
VJC,2017-05-18,73396.0,73396.0,72479.0,72823.0,233910
VJC,2017-05-19,72823.0,73281.0,72479.0,73281.0,347600
VJC,2017-05-22,72536.0,73970.0,72536.0,73625.0,239240
VJC,2017-05-23,72823.0,73568.0,72823.0,73281.0,270840
VJC,2017-05-24,73281.0,73281.0,72765.0,72823.0,274860
VJC,2017-05-25,72823.0,72880.0,72020.0,72249.0,291450
VJC,2017-05-26,72307.0,72823.0,72307.0,72708.0,303420
VJC,2017-05-29,72536.0,73281.0,72536.0,73281.0,233250
VJC,2017-05-30,73281.0,73281.0,72823.0,73109.0,232230
VJC,2017-05-31,73052.0,73281.0,72937.0,73281.0,291420
VJC,2017-06-01,73281.0,74543.0,73167.0,74543.0,312300
VJC,2017-06-02,75116.0,76206.0,74887.0,75116.0,510930
VJC,2017-06-05,75116.0,75116.0,74256.0,74543.0,312740
VJC,2017-06-06,74543.0,75116.0,74428.0,74600.0,344530
VJC,2017-06-07,74600.0,74830.0,72823.0,73109.0,426910
VJC,2017-06-08,74256.0,74371.0,73339.0,73339.0,357620
VJC,2017-06-09,73797.0,73797.0,72536.0,72823.0,339470
VJC,2017-06-12,73224.0,73568.0,72421.0,72823.0,245880
VJC,2017-06-13,73339.0,73339.0,72593.0,73167.0,281730
VJC,2017-06-14,73281.0,73339.0,72823.0,72823.0,435260
VJC,2017-06-15,73568.0,73568.0,72536.0,72536.0,283740
VJC,2017-06-16,74428.0,74428.0,72593.0,72823.0,313250
VJC,2017-06-19,73396.0,73396.0,72536.0,72765.0,272510
VJC,2017-06-20,72536.0,72651.0,72249.0,72536.0,379170
VJC,2017-06-21,72651.0,72651.0,71676.0,71733.0,475110
VJC,2017-06-22,71733.0,71963.0,70988.0,71102.0,356330
VJC,2017-06-23,71274.0,72249.0,71217.0,72249.0,372950
VJC,2017-06-26,72479.0,72823.0,72020.0,72249.0,323890
VJC,2017-06-27,72249.0,72249.0,71676.0,71676.0,389390
VJC,2017-06-28,72192.0,72249.0,71447.0,71561.0,319150
VJC,2017-06-29,71561.0,72421.0,71102.0,72421.0,438090
VJC,2017-06-30,72765.0,72765.0,71561.0,72421.0,350710
VJC,2017-07-03,71905.0,72077.0,71504.0,72077.0,454070
VJC,2017-07-04,72077.0,72192.0,71332.0,71619.0,332550
VJC,2017-07-05,71676.0,72249.0,71504.0,71791.0,426320
VJC,2017-07-06,71905.0,72421.0,71791.0,72020.0,336670
VJC,2017-07-07,72077.0,72077.0,71676.0,72020.0,341050
VJC,2017-07-10,72020.0,72135.0,71619.0,71963.0,362320
VJC,2017-07-11,72135.0,72135.0,71389.0,71905.0,357210
VJC,2017-07-12,72249.0,72249.0,71905.0,72192.0,329150
VJC,2017-07-13,73396.0,73396.0,72249.0,72823.0,416390
VJC,2017-07-14,72765.0,72765.0,72536.0,72765.0,347800
VJC,2017-07-17,72823.0,73052.0,72421.0,72823.0,330980
VJC,2017-07-18,72823.0,73339.0,72765.0,73224.0,353040
VJC,2017-07-19,73396.0,73970.0,73224.0,73625.0,419060
VJC,2017-07-20,73740.0,73912.0,72651.0,72823.0,309660
VJC,2017-07-21,72249.0,73281.0,71504.0,71848.0,318860
VJC,2017-07-24,72135.0,72421.0,71160.0,72077.0,286290
VJC,2017-07-25,72651.0,72765.0,71389.0,72249.0,355920
VJC,2017-07-26,72249.0,72249.0,71963.0,72249.0,321700
VJC,2017-07-27,72536.0,72823.0,71848.0,72364.0,332120
VJC,2017-07-28,71785.0,72306.0,71785.0,71959.0,278820
VJC,2017-07-31,71959.0,72248.0,71264.0,72017.0,380240
VJC,2017-08-01,72017.0,72248.0,71669.0,72190.0,431080
VJC,2017-08-02,72190.0,72480.0,71785.0,72364.0,286260
VJC,2017-08-03,72364.0,72653.0,71785.0,72364.0,339110
VJC,2017-08-04,72364.0,72596.0,71901.0,72306.0,395560
VJC,2017-08-07,72248.0,72596.0,71843.0,72306.0,307930
VJC,2017-08-08,71901.0,72422.0,71901.0,72190.0,317700
VJC,2017-08-09,72248.0,72248.0,71496.0,71496.0,292800
VJC,2017-08-10,71496.0,72075.0,71496.0,71785.0,305130
VJC,2017-08-11,71785.0,72248.0,71727.0,71843.0,245250
VJC,2017-08-14,72017.0,72248.0,71727.0,71843.0,250460
VJC,2017-08-15,71959.0,72017.0,71611.0,71785.0,284780
VJC,2017-08-16,71727.0,71727.0,71206.0,71611.0,302220
VJC,2017-08-17,71611.0,71611.0,70975.0,70975.0,308670
VJC,2017-08-18,71032.0,71206.0,70338.0,71206.0,303490
VJC,2017-08-21,71669.0,71669.0,71380.0,71496.0,282290
VJC,2017-08-22,71496.0,71727.0,71438.0,71496.0,326570
VJC,2017-08-23,71669.0,71785.0,71496.0,71727.0,419780
VJC,2017-08-24,71785.0,72364.0,71669.0,72017.0,349560
VJC,2017-08-25,72364.0,72422.0,72075.0,72306.0,264360
VJC,2017-08-28,72306.0,72364.0,72075.0,72306.0,243790
VJC,2017-08-29,69469.0,72190.0,69469.0,72075.0,315850
VJC,2017-08-30,72075.0,72364.0,71669.0,72190.0,272460
VJC,2017-08-31,72306.0,72422.0,71959.0,72248.0,378560
VJC,2017-09-01,72653.0,73811.0,72653.0,73696.0,511500
VJC,2017-09-05,76359.0,76359.0,75259.0,75606.0,648500
VJC,2017-09-06,75780.0,75895.0,75432.0,75722.0,363650
VJC,2017-09-07,75780.0,76011.0,75201.0,75432.0,444640
VJC,2017-09-08,75548.0,75722.0,74680.0,75432.0,359290
VJC,2017-09-11,75837.0,78095.0,75490.0,77285.0,758160
VJC,2017-09-12,77574.0,77806.0,77227.0,77285.0,532340
VJC,2017-09-13,77806.0,77806.0,77285.0,77748.0,703600
VJC,2017-09-14,78153.0,79890.0,78037.0,79716.0,927040
VJC,2017-09-15,80469.0,80932.0,79716.0,79716.0,499750
VJC,2017-09-18,80353.0,80353.0,79137.0,79369.0,690620
VJC,2017-09-19,79079.0,79369.0,78906.0,79022.0,591800
VJC,2017-09-20,79311.0,79658.0,79079.0,79369.0,555060
VJC,2017-09-21,79890.0,80179.0,79253.0,79369.0,494270
VJC,2017-09-22,79855.0,84795.0,79774.0,84795.0,1501950
VJC,2017-09-25,85038.0,89574.0,85038.0,88602.0,1020440
VJC,2017-09-26,88683.0,88683.0,86415.0,87063.0,626990
VJC,2017-09-27,86253.0,86820.0,85038.0,86658.0,730420
VJC,2017-09-28,86901.0,88602.0,86658.0,87387.0,582800
VJC,2017-09-29,87873.0,88521.0,87063.0,87630.0,661960
VJC,2017-10-02,87873.0,88278.0,86415.0,87144.0,689450
VJC,2017-10-03,85848.0,87225.0,84228.0,84552.0,483790
VJC,2017-10-04,85038.0,85686.0,84228.0,85038.0,760210
VJC,2017-10-05,85443.0,86010.0,84633.0,85362.0,715080
VJC,2017-10-06,85038.0,85524.0,84633.0,85281.0,420930
VJC,2017-10-09,85605.0,86496.0,84390.0,85686.0,872200
VJC,2017-10-10,86415.0,86415.0,84795.0,85038.0,968770
VJC,2017-10-11,85038.0,85443.0,84309.0,85119.0,817170
VJC,2017-10-12,85119.0,88116.0,84552.0,87387.0,1771470
VJC,2017-10-13,87711.0,87873.0,87306.0,87468.0,549900
VJC,2017-10-16,87792.0,90140.0,87630.0,89979.0,1313370
VJC,2017-10-17,89817.0,90869.0,89493.0,89898.0,636220
VJC,2017-10-18,90626.0,91760.0,89898.0,89979.0,1294640
VJC,2017-10-19,90140.0,90950.0,89655.0,90059.0,764160
VJC,2017-10-20,90464.0,91274.0,89736.0,90140.0,756360
VJC,2017-10-23,90140.0,90221.0,88278.0,88278.0,728700
VJC,2017-10-24,87873.0,88845.0,87630.0,88278.0,477240
VJC,2017-10-25,88683.0,89007.0,87549.0,88683.0,564720
VJC,2017-10-26,88845.0,89088.0,88278.0,88683.0,784480
VJC,2017-10-27,88845.0,91598.0,88845.0,91598.0,2163450
