symbol,date,open,high,low,close,volume,"('date', '')","('open', 'GAS.VN')","('high', 'GAS.VN')","('low', 'GAS.VN')","('close', 'GAS.VN')","('volume', 'GAS.VN')"
GAS,2016-04-25,25630.0,25630.0,24960.0,24960.0,692070.0,,,,,,
GAS,2016-04-26,24800.0,25570.0,24640.0,25570.0,841390.0,,,,,,
GAS,2016-04-27,26360.0,26870.0,25840.0,26100.0,1114170.0,,,,,,
GAS,2016-04-28,26360.0,27130.0,26100.0,26360.0,1261820.0,,,,,,
GAS,2016-04-29,26610.0,26870.0,26100.0,26360.0,583190.0,,,,,,
GAS,2016-05-04,25320.0,26100.0,25210.0,26100.0,1295780.0,,,,,,
GAS,2016-05-05,26100.0,26610.0,25840.0,25840.0,536180.0,,,,,,
GAS,2016-05-06,25840.0,26870.0,25730.0,26100.0,816430.0,,,,,,
GAS,2016-05-09,26610.0,26610.0,25840.0,26360.0,576800.0,,,,,,
GAS,2016-05-10,25840.0,26360.0,25570.0,26360.0,974170.0,,,,,,
GAS,2016-05-11,26360.0,26870.0,26100.0,26870.0,630570.0,,,,,,
GAS,2016-05-12,27130.0,27900.0,26870.0,27130.0,786420.0,,,,,,
GAS,2016-05-13,27130.0,27900.0,26870.0,27900.0,780030.0,,,,,,
GAS,2016-05-16,27650.0,28680.0,27650.0,28680.0,818020.0,,,,,,
GAS,2016-05-17,29450.0,30490.0,29190.0,30490.0,1565850.0,,,,,,
GAS,2016-05-18,30490.0,31000.0,29720.0,29960.0,1128220.0,,,,,,
GAS,2016-05-19,29450.0,29960.0,29190.0,29720.0,779220.0,,,,,,
GAS,2016-05-20,30220.0,30220.0,29450.0,29720.0,671010.0,,,,,,
GAS,2016-05-23,29720.0,29720.0,28930.0,29190.0,488360.0,,,,,,
GAS,2016-05-24,28930.0,29450.0,28420.0,29190.0,470200.0,,,,,,
GAS,2016-05-25,29720.0,29960.0,29450.0,29720.0,379090.0,,,,,,
GAS,2016-05-26,29720.0,29960.0,29190.0,29450.0,401200.0,,,,,,
GAS,2016-05-27,29190.0,29450.0,28930.0,29190.0,280110.0,,,,,,
GAS,2016-05-30,29450.0,29720.0,28930.0,29450.0,400740.0,,,,,,
GAS,2016-05-31,29450.0,31270.0,29450.0,31000.0,972210.0,,,,,,
GAS,2016-06-01,30740.0,31270.0,30490.0,31000.0,407400.0,,,,,,
GAS,2016-06-02,30740.0,31780.0,30740.0,31780.0,543250.0,,,,,,
GAS,2016-06-03,31780.0,32299.0,31270.0,31270.0,337210.0,,,,,,
GAS,2016-06-06,31000.0,31510.0,30740.0,31270.0,321640.0,,,,,,
GAS,2016-06-07,32040.0,32040.0,31270.0,31780.0,170530.0,,,,,,
GAS,2016-06-08,32299.0,32549.0,31270.0,31270.0,595820.0,,,,,,
GAS,2016-06-09,31510.0,32040.0,31510.0,32040.0,423150.0,,,,,,
GAS,2016-06-10,31510.0,32040.0,31270.0,31270.0,555260.0,,,,,,
GAS,2016-06-13,30490.0,31000.0,30220.0,31000.0,751750.0,,,,,,
GAS,2016-06-14,31000.0,31510.0,30490.0,31000.0,511180.0,,,,,,
GAS,2016-06-15,30740.0,32040.0,30490.0,31780.0,564820.0,,,,,,
GAS,2016-06-16,31510.0,31780.0,31000.0,31000.0,398130.0,,,,,,
GAS,2016-06-17,30490.0,31270.0,30490.0,30740.0,329190.0,,,,,,
GAS,2016-06-20,31270.0,31780.0,31000.0,31780.0,322630.0,,,,,,
GAS,2016-06-21,31780.0,32040.0,31270.0,31270.0,277680.0,,,,,,
GAS,2016-06-22,31510.0,31780.0,31270.0,31270.0,129740.0,,,,,,
GAS,2016-06-23,31270.0,31510.0,31270.0,31510.0,135840.0,,,,,,
GAS,2016-06-24,31780.0,31780.0,29450.0,31000.0,991960.0,,,,,,
GAS,2016-06-27,30220.0,31510.0,29960.0,31270.0,249890.0,,,,,,
GAS,2016-06-28,30490.0,31270.0,30490.0,31270.0,123320.0,,,,,,
GAS,2016-06-29,31270.0,32040.0,31270.0,32040.0,452560.0,,,,,,
GAS,2016-06-30,32549.0,33330.0,32299.0,32299.0,336610.0,,,,,,
GAS,2016-07-01,32549.0,34370.0,32549.0,33850.0,708190.0,,,,,,
GAS,2016-07-04,34100.0,34370.0,33850.0,34370.0,204330.0,,,,,,
GAS,2016-07-05,34370.0,34880.0,33580.0,33850.0,430750.0,,,,,,
GAS,2016-07-06,33330.0,33850.0,33080.0,33330.0,461320.0,,,,,,
GAS,2016-07-07,33580.0,34620.0,33330.0,34620.0,468190.0,,,,,,
GAS,2016-07-08,34100.0,34620.0,33580.0,34100.0,764050.0,,,,,,
GAS,2016-07-11,33580.0,34100.0,32810.0,33080.0,620090.0,,,,,,
GAS,2016-07-12,33080.0,33580.0,33080.0,33330.0,516910.0,,,,,,
GAS,2016-07-13,33850.0,34620.0,33580.0,34100.0,686300.0,,,,,,
GAS,2016-07-14,33850.0,34370.0,33330.0,33330.0,423230.0,,,,,,
GAS,2016-07-15,33580.0,33580.0,33080.0,33080.0,308940.0,,,,,,
GAS,2016-07-18,33330.0,33580.0,33080.0,33580.0,218600.0,,,,,,
GAS,2016-07-19,33330.0,33580.0,32299.0,33080.0,509820.0,,,,,,
GAS,2016-07-20,32810.0,33080.0,32299.0,32299.0,370850.0,,,,,,
GAS,2016-07-21,32549.0,33330.0,32299.0,32549.0,364630.0,,,,,,
GAS,2016-07-22,32040.0,32040.0,30740.0,31780.0,527280.0,,,,,,
GAS,2016-07-25,31780.0,32549.0,31270.0,32040.0,258480.0,,,,,,
GAS,2016-07-26,31780.0,31780.0,30490.0,30490.0,476690.0,,,,,,
GAS,2016-07-27,30490.0,31270.0,30490.0,31270.0,431140.0,,,,,,
GAS,2016-07-28,31000.0,31000.0,29450.0,29960.0,434230.0,,,,,,
GAS,2016-07-29,29190.0,30490.0,28930.0,30220.0,342350.0,,,,,,
GAS,2016-08-01,31000.0,31270.0,30220.0,31000.0,157810.0,,,,,,
GAS,2016-08-02,29960.0,30740.0,29960.0,30740.0,505680.0,,,,,,
GAS,2016-08-03,30220.0,30740.0,29960.0,30490.0,340370.0,,,,,,
GAS,2016-08-04,31000.0,31270.0,30740.0,30740.0,284210.0,,,,,,
GAS,2016-08-05,30740.0,31270.0,30740.0,30740.0,242360.0,,,,,,
GAS,2016-08-08,30740.0,31270.0,30490.0,31270.0,233810.0,,,,,,
GAS,2016-08-09,31510.0,32040.0,31270.0,31780.0,155570.0,,,,,,
GAS,2016-08-10,31780.0,32040.0,31510.0,32040.0,282640.0,,,,,,
GAS,2016-08-11,31510.0,32040.0,31270.0,32040.0,328430.0,,,,,,
GAS,2016-08-12,33080.0,33850.0,32549.0,32549.0,485930.0,,,,,,
GAS,2016-08-15,32549.0,33330.0,32549.0,33080.0,261300.0,,,,,,
GAS,2016-08-16,33330.0,33580.0,32549.0,32810.0,398420.0,,,,,,
GAS,2016-08-17,32810.0,33080.0,32549.0,32810.0,416560.0,,,,,,
GAS,2016-08-18,32810.0,32810.0,31780.0,32040.0,395590.0,,,,,,
GAS,2016-08-19,32810.0,33850.0,32299.0,33330.0,666770.0,,,,,,
GAS,2016-08-22,33330.0,34370.0,33330.0,33850.0,462840.0,,,,,,
GAS,2016-08-23,33330.0,33330.0,32549.0,32810.0,280550.0,,,,,,
GAS,2016-08-24,32810.0,33330.0,32810.0,32810.0,212080.0,,,,,,
GAS,2016-08-25,32549.0,32810.0,31780.0,32040.0,334400.0,,,,,,
GAS,2016-08-26,32549.0,32810.0,32040.0,32810.0,151110.0,,,,,,
GAS,2016-08-29,32549.0,33080.0,32549.0,32549.0,201650.0,,,,,,
GAS,2016-08-30,32040.0,33330.0,32040.0,33330.0,328260.0,,,,,,
GAS,2016-08-31,33080.0,33330.0,32810.0,33080.0,361250.0,,,,,,
GAS,2016-09-01,33080.0,33330.0,32549.0,32810.0,242130.0,,,,,,
GAS,2016-09-05,32549.0,32810.0,32299.0,32549.0,307240.0,,,,,,
GAS,2016-09-06,32549.0,33330.0,32549.0,33080.0,299840.0,,,,,,
GAS,2016-09-07,32549.0,33080.0,32040.0,32549.0,341850.0,,,,,,
GAS,2016-09-08,32549.0,33580.0,32549.0,33330.0,253060.0,,,,,,
GAS,2016-09-09,33580.0,34370.0,33330.0,33330.0,390520.0,,,,,,
GAS,2016-09-12,32549.0,32810.0,32299.0,32610.0,199240.0,,,,,,
GAS,2016-09-13,32299.0,33080.0,32299.0,32810.0,159100.0,,,,,,
GAS,2016-09-14,32810.0,32910.0,32500.0,32810.0,183850.0,,,,,,
GAS,2016-09-15,32299.0,32810.0,32299.0,32549.0,301400.0,,,,,,
GAS,2016-09-16,32549.0,32650.0,32450.0,32650.0,104950.0,,,,,,
GAS,2016-09-19,32700.0,33080.0,32650.0,33080.0,127030.0,,,,,,
GAS,2016-09-20,33020.0,34100.0,32810.0,34100.0,221460.0,,,,,,
GAS,2016-09-21,34100.0,34990.0,33900.0,34920.0,399860.0,,,,,,
GAS,2016-09-22,35550.0,35660.0,35030.0,35030.0,240820.0,,,,,,
GAS,2016-09-23,34990.0,35450.0,34830.0,35450.0,162790.0,,,,,,
GAS,2016-09-26,35140.0,35390.0,34670.0,35390.0,261700.0,,,,,,
GAS,2016-09-27,35390.0,35820.0,35190.0,35820.0,318780.0,,,,,,
GAS,2016-09-28,35660.0,36160.0,35660.0,36160.0,459890.0,,,,,,
GAS,2016-09-29,37200.0,38340.0,37200.0,37820.0,456820.0,,,,,,
GAS,2016-09-30,38080.0,38130.0,36680.0,36680.0,343210.0,,,,,,
GAS,2016-10-03,36790.0,37200.0,36680.0,36940.0,125030.0,,,,,,
GAS,2016-10-04,36940.0,37450.0,36420.0,36990.0,157860.0,,,,,,
GAS,2016-10-05,36990.0,37560.0,36990.0,37250.0,116800.0,,,,,,
GAS,2016-10-06,37450.0,37560.0,36680.0,36680.0,86330.0,,,,,,
GAS,2016-10-07,37360.0,37360.0,36680.0,36890.0,109370.0,,,,,,
GAS,2016-10-10,36890.0,36890.0,35110.0,35110.0,128380.0,,,,,,
GAS,2016-10-11,36040.0,37450.0,35530.0,37450.0,291730.0,,,,,,
GAS,2016-10-12,37450.0,37450.0,36420.0,36680.0,146820.0,,,,,,
GAS,2016-10-13,35900.0,36940.0,35900.0,36940.0,96960.0,,,,,,
GAS,2016-10-14,37040.0,37360.0,36830.0,36830.0,76660.0,,,,,,
GAS,2016-10-17,36830.0,36830.0,35900.0,36150.0,119640.0,,,,,,
GAS,2016-10-18,36150.0,36310.0,35480.0,35650.0,128270.0,,,,,,
GAS,2016-10-19,35900.0,36150.0,35690.0,35950.0,90290.0,,,,,,
GAS,2016-10-20,36310.0,36310.0,35900.0,35900.0,144580.0,,,,,,
GAS,2016-10-21,35650.0,35900.0,35440.0,35900.0,186160.0,,,,,,
GAS,2016-10-24,35440.0,35840.0,35440.0,35440.0,112040.0,,,,,,
GAS,2016-10-25,35370.0,35650.0,34900.0,35530.0,187330.0,,,,,,
GAS,2016-10-26,35330.0,35530.0,35220.0,35220.0,143550.0,,,,,,
GAS,2016-10-27,35220.0,35370.0,34970.0,35270.0,128110.0,,,,,,
GAS,2016-10-28,35110.0,35480.0,35110.0,35370.0,117960.0,,,,,,
GAS,2016-10-31,35370.0,35370.0,34330.0,34330.0,297550.0,,,,,,
GAS,2016-11-01,34070.0,34750.0,33970.0,34600.0,285650.0,,,,,,
GAS,2016-11-02,34600.0,34750.0,34190.0,34280.0,140040.0,,,,,,
GAS,2016-11-03,34230.0,34230.0,33090.0,33970.0,224930.0,,,,,,
GAS,2016-11-04,34190.0,34190.0,33760.0,34190.0,92300.0,,,,,,
GAS,2016-11-07,34190.0,35010.0,33820.0,35010.0,152080.0,,,,,,
GAS,2016-11-08,35270.0,35270.0,34970.0,35220.0,157360.0,,,,,,
GAS,2016-11-09,34330.0,35220.0,33290.0,34900.0,239570.0,,,,,,
GAS,2016-11-10,34900.0,35650.0,34900.0,35370.0,244160.0,,,,,,
GAS,2016-11-11,35370.0,35900.0,35370.0,35440.0,31690.0,,,,,,
GAS,2016-11-14,35370.0,35370.0,34750.0,34860.0,89780.0,,,,,,
GAS,2016-11-15,34860.0,35060.0,34650.0,34970.0,92810.0,,,,,,
GAS,2016-11-16,35330.0,35530.0,34900.0,35010.0,125530.0,,,,,,
GAS,2016-11-17,35110.0,35110.0,34970.0,34970.0,73200.0,,,,,,
GAS,2016-11-18,34860.0,35010.0,34860.0,34970.0,78920.0,,,,,,
GAS,2016-11-21,34970.0,35060.0,34970.0,35010.0,70110.0,,,,,,
GAS,2016-11-22,35370.0,36150.0,35370.0,35740.0,93310.0,,,,,,
GAS,2016-11-23,35740.0,36000.0,35650.0,35690.0,59900.0,,,,,,
GAS,2016-11-24,35480.0,35690.0,35370.0,35480.0,47110.0,,,,,,
GAS,2016-11-25,35370.0,35480.0,35110.0,35370.0,126720.0,,,,,,
GAS,2016-11-28,35370.0,35440.0,35110.0,35370.0,156290.0,,,,,,
GAS,2016-11-29,34710.0,35370.0,33560.0,33560.0,165130.0,,,,,,
GAS,2016-11-30,33560.0,33560.0,32780.0,33260.0,197670.0,,,,,,
GAS,2016-12-01,35530.0,35530.0,35370.0,35530.0,355160.0,,,,,,
GAS,2016-12-02,35900.0,36040.0,35110.0,35330.0,125390.0,,,,,,
GAS,2016-12-05,34970.0,35220.0,34330.0,34600.0,43400.0,,,,,,
GAS,2016-12-06,34860.0,34860.0,33290.0,34800.0,141330.0,,,,,,
GAS,2016-12-07,33970.0,34710.0,33820.0,33970.0,50640.0,,,,,,
GAS,2016-12-08,33290.0,34070.0,33260.0,33820.0,109720.0,,,,,,
GAS,2016-12-09,34070.0,34330.0,33290.0,34330.0,177470.0,,,,,,
GAS,2016-12-12,34800.0,35530.0,34330.0,34330.0,171330.0,,,,,,
GAS,2016-12-13,34860.0,34860.0,33560.0,33820.0,123920.0,,,,,,
GAS,2016-12-14,33350.0,34070.0,33350.0,33820.0,68590.0,,,,,,
GAS,2016-12-15,33820.0,33820.0,33260.0,33500.0,114660.0,,,,,,
GAS,2016-12-16,33760.0,33760.0,33040.0,33400.0,111530.0,,,,,,
GAS,2016-12-19,34070.0,34070.0,33560.0,33760.0,89160.0,,,,,,
GAS,2016-12-20,33760.0,33820.0,33040.0,33090.0,128610.0,,,,,,
GAS,2016-12-21,33500.0,33920.0,33350.0,33820.0,148590.0,,,,,,
GAS,2016-12-22,34240.0,34410.0,34080.0,34240.0,74520.0,,,,,,
GAS,2016-12-23,34240.0,34300.0,33440.0,33440.0,91970.0,,,,,,
GAS,2016-12-26,33980.0,33980.0,32950.0,32950.0,33570.0,,,,,,
GAS,2016-12-27,32900.0,33110.0,30700.0,32350.0,122290.0,,,,,,
GAS,2016-12-28,32350.0,32619.0,32140.0,32299.0,199190.0,,,,,,
GAS,2016-12-29,32299.0,32420.0,32200.0,32200.0,158240.0,,,,,,
GAS,2016-12-30,32200.0,32790.0,32200.0,32689.0,63220.0,,,,,,
GAS,2017-01-03,32900.0,32900.0,32299.0,32420.0,119390.0,,,,,,
GAS,2017-01-04,32350.0,33330.0,32299.0,33170.0,144060.0,,,,,,
GAS,2017-01-05,33330.0,33330.0,32900.0,33170.0,30860.0,,,,,,
GAS,2017-01-06,33170.0,33170.0,32580.0,32580.0,73420.0,,,,,,
GAS,2017-01-09,32580.0,33000.0,32350.0,32619.0,210470.0,,,,,,
GAS,2017-01-10,32790.0,32790.0,32259.0,32350.0,145150.0,,,,,,
GAS,2017-01-11,32350.0,32619.0,32350.0,32580.0,52950.0,,,,,,
GAS,2017-01-12,32619.0,32850.0,32470.0,32619.0,35960.0,,,,,,
GAS,2017-01-13,32619.0,32790.0,32140.0,32140.0,172210.0,,,,,,
GAS,2017-01-16,32140.0,32140.0,31110.0,31280.0,292540.0,,,,,,
GAS,2017-01-17,31070.0,31280.0,30520.0,30580.0,274310.0,,,,,,
GAS,2017-01-18,30580.0,31070.0,30580.0,30960.0,250630.0,,,,,,
GAS,2017-01-19,30730.0,30960.0,30730.0,30960.0,48270.0,,,,,,
GAS,2017-01-20,30960.0,31380.0,30730.0,31340.0,88440.0,,,,,,
GAS,2017-01-23,31340.0,31550.0,30730.0,31550.0,143830.0,,,,,,
GAS,2017-01-24,31820.0,32580.0,31550.0,32350.0,158760.0,,,,,,
GAS,2017-01-25,32350.0,32420.0,32100.0,32420.0,190060.0,,,,,,
GAS,2017-02-02,32520.0,32900.0,32520.0,32619.0,102440.0,,,,,,
GAS,2017-02-03,32619.0,32619.0,31930.0,32100.0,174630.0,,,,,,
GAS,2017-02-06,32100.0,32900.0,31710.0,32350.0,415830.0,,,,,,
GAS,2017-02-07,32350.0,32619.0,32259.0,32350.0,230780.0,,,,,,
GAS,2017-02-08,32350.0,32350.0,31880.0,31880.0,118350.0,,,,,,
GAS,2017-02-09,30730.0,31550.0,30640.0,31280.0,2471360.0,,,,,,
GAS,2017-02-10,31280.0,32100.0,31230.0,31820.0,774350.0,,,,,,
GAS,2017-02-13,31820.0,32040.0,31710.0,31880.0,646920.0,,,,,,
GAS,2017-02-14,31820.0,32100.0,31550.0,31880.0,1178960.0,,,,,,
GAS,2017-02-15,31930.0,31930.0,31660.0,31880.0,943370.0,,,,,,
GAS,2017-02-16,31820.0,32350.0,31710.0,31980.0,1044840.0,,,,,,
GAS,2017-02-17,32040.0,32140.0,31710.0,31760.0,507400.0,,,,,,
GAS,2017-02-20,31760.0,31930.0,31450.0,31820.0,545730.0,,,,,,
GAS,2017-02-21,31820.0,32580.0,31760.0,32200.0,1564800.0,,,,,,
GAS,2017-02-22,32520.0,33440.0,32520.0,33440.0,2022590.0,,,,,,
GAS,2017-02-23,33660.0,34200.0,33490.0,33980.0,1381370.0,,,,,,
GAS,2017-02-24,33980.0,34040.0,33270.0,33270.0,749570.0,,,,,,
GAS,2017-02-27,33070.0,33380.0,32740.0,33380.0,868170.0,,,,,,
GAS,2017-02-28,33440.0,33590.0,32520.0,32520.0,665120.0,,,,,,
GAS,2017-03-01,32580.0,32580.0,31660.0,31760.0,1311380.0,,,,,,
GAS,2017-03-02,32040.0,32100.0,31280.0,31280.0,926350.0,,,,,,
GAS,2017-03-03,31280.0,31760.0,31020.0,31610.0,487640.0,,,,,,
GAS,2017-03-06,31550.0,31820.0,31380.0,31380.0,672260.0,,,,,,
GAS,2017-03-07,31280.0,31450.0,31020.0,31380.0,979520.0,,,,,,
GAS,2017-03-08,31500.0,31500.0,31070.0,31180.0,434580.0,,,,,,
GAS,2017-03-09,30960.0,30960.0,30640.0,30640.0,1168640.0,,,,,,
GAS,2017-03-10,30520.0,30520.0,29880.0,30090.0,1316700.0,,,,,,
GAS,2017-03-13,29660.0,29990.0,29080.0,29500.0,869240.0,,,,,,
GAS,2017-03-14,29500.0,30420.0,29500.0,29660.0,607090.0,,,,,,
GAS,2017-03-15,29660.0,30040.0,29560.0,29660.0,684900.0,,,,,,
GAS,2017-03-16,30210.0,30210.0,29830.0,29990.0,566040.0,,,,,,
GAS,2017-03-17,29930.0,29990.0,29660.0,29660.0,562130.0,,,,,,
GAS,2017-03-20,29660.0,29830.0,29560.0,29560.0,604570.0,,,,,,
GAS,2017-03-21,29660.0,29830.0,29340.0,29340.0,503250.0,,,,,,
GAS,2017-03-22,29230.0,29340.0,28590.0,28590.0,1255270.0,,,,,,
GAS,2017-03-23,28590.0,29230.0,28590.0,28700.0,971180.0,,,,,,
GAS,2017-03-24,28800.0,29400.0,28800.0,29400.0,516030.0,,,,,,
GAS,2017-03-27,29280.0,29340.0,28960.0,29130.0,555010.0,,,,,,
GAS,2017-03-28,29130.0,29130.0,28850.0,28910.0,319850.0,,,,,,
GAS,2017-03-29,29180.0,29450.0,28910.0,29010.0,552250.0,,,,,,
GAS,2017-03-30,29130.0,29500.0,29130.0,29340.0,362230.0,,,,,,
GAS,2017-03-31,29660.0,29830.0,29450.0,29660.0,532050.0,,,,,,
GAS,2017-04-03,29560.0,29830.0,29400.0,29500.0,428240.0,,,,,,
GAS,2017-04-04,29660.0,29660.0,29130.0,29280.0,551270.0,,,,,,
GAS,2017-04-05,29660.0,29730.0,29400.0,29560.0,535710.0,,,,,,
GAS,2017-04-07,29830.0,30860.0,29730.0,30860.0,1555420.0,,,,,,
GAS,2017-04-10,31390.0,31390.0,30960.0,31070.0,485730.0,,,,,,
GAS,2017-04-11,31120.0,31390.0,30730.0,31020.0,718510.0,,,,,,
GAS,2017-04-12,31120.0,31120.0,30250.0,30250.0,733350.0,,,,,,
GAS,2017-04-13,30800.0,30800.0,29660.0,29870.0,678760.0,,,,,,
GAS,2017-04-14,30040.0,30040.0,29210.0,29430.0,568130.0,,,,,,
GAS,2017-04-17,29590.0,30080.0,29320.0,29480.0,463270.0,,,,,,
GAS,2017-04-18,29540.0,30130.0,29480.0,30080.0,457560.0,,,,,,
GAS,2017-04-19,30130.0,30250.0,29870.0,30040.0,247430.0,,,,,,
GAS,2017-04-20,29710.0,29710.0,29480.0,29480.0,405730.0,,,,,,
GAS,2017-04-21,29430.0,29710.0,29270.0,29270.0,256750.0,,,,,,
GAS,2017-04-24,29270.0,29750.0,29150.0,29540.0,361260.0,,,,,,
GAS,2017-04-25,29480.0,29590.0,29320.0,29320.0,110460.0,,,,,,
GAS,2017-04-26,29370.0,29750.0,29270.0,29750.0,334940.0,,,,,,
GAS,2017-04-27,29750.0,30570.0,29710.0,30470.0,1008680.0,,,,,,
GAS,2017-04-28,30360.0,30570.0,29750.0,30310.0,498570.0,,,,,,
GAS,2017-05-03,30040.0,30360.0,29970.0,30130.0,651080.0,,,,,,
GAS,2017-05-04,30040.0,30130.0,29910.0,30130.0,623850.0,,,,,,
GAS,2017-05-05,29750.0,29970.0,29710.0,29810.0,238870.0,,,,,,
GAS,2017-05-08,29810.0,30200.0,29810.0,30040.0,402680.0,,,,,,
GAS,2017-05-09,29970.0,30420.0,29910.0,30360.0,561550.0,,,,,,
GAS,2017-05-10,30520.0,30570.0,30040.0,30040.0,296500.0,,,,,,
GAS,2017-05-11,30310.0,30310.0,29970.0,30080.0,125850.0,,,,,,
GAS,2017-05-12,30200.0,30200.0,29710.0,29750.0,260390.0,,,,,,
GAS,2017-05-15,29750.0,29750.0,29480.0,29540.0,360800.0,,,,,,
GAS,2017-05-16,29910.0,29910.0,29750.0,29810.0,198540.0,,,,,,
GAS,2017-05-17,29870.0,29870.0,29480.0,29710.0,176600.0,,,,,,
GAS,2017-05-18,29710.0,30080.0,29590.0,29870.0,461480.0,,,,,,
GAS,2017-05-19,30040.0,30800.0,30040.0,30520.0,1110510.0,,,,,,
GAS,2017-05-22,31120.0,31890.0,31070.0,31720.0,1581550.0,,,,,,
GAS,2017-05-23,31720.0,31940.0,31340.0,31340.0,469660.0,,,,,,
GAS,2017-05-24,31340.0,31390.0,30900.0,31180.0,472380.0,,,,,,
GAS,2017-05-25,31660.0,32000.0,31340.0,31720.0,940320.0,,,,,,
GAS,2017-05-26,31180.0,31560.0,31020.0,31020.0,595270.0,,,,,,
GAS,2017-05-29,31120.0,31840.0,31020.0,31660.0,639880.0,,,,,,
GAS,2017-05-30,31660.0,31720.0,30900.0,30900.0,408770.0,,,,,,
GAS,2017-05-31,31120.0,31120.0,30310.0,30360.0,391640.0,,,,,,
GAS,2017-06-01,30310.0,30520.0,30200.0,30420.0,412340.0,,,,,,
GAS,2017-06-02,30470.0,30470.0,29750.0,29810.0,944820.0,,,,,,
GAS,2017-06-05,29810.0,30200.0,29710.0,30130.0,245020.0,,,,,,
GAS,2017-06-06,30130.0,30250.0,30040.0,30250.0,314000.0,,,,,,
GAS,2017-06-07,30130.0,30690.0,30130.0,30310.0,631150.0,,,,,,
GAS,2017-06-08,29970.0,30520.0,29540.0,30310.0,404080.0,,,,,,
GAS,2017-06-09,30310.0,30310.0,29870.0,29970.0,279320.0,,,,,,
GAS,2017-06-12,29970.0,30470.0,29910.0,30130.0,362400.0,,,,,,
GAS,2017-06-13,30130.0,30690.0,30040.0,30690.0,444780.0,,,,,,
GAS,2017-06-14,30730.0,31500.0,30730.0,31390.0,1090870.0,,,,,,
GAS,2017-06-15,31120.0,31340.0,30860.0,31070.0,457380.0,,,,,,
GAS,2017-06-16,31070.0,31660.0,31070.0,31390.0,613830.0,,,,,,
GAS,2017-06-19,31940.0,31940.0,31560.0,31780.0,1080490.0,,,,,,
GAS,2017-06-20,31720.0,31890.0,31620.0,31720.0,711980.0,,,,,,
GAS,2017-06-21,31500.0,31660.0,31120.0,31500.0,738120.0,,,,,,
GAS,2017-06-22,31390.0,31500.0,30960.0,31120.0,686630.0,,,,,,
GAS,2017-06-23,31120.0,31180.0,30570.0,30960.0,360190.0,,,,,,
GAS,2017-06-26,31120.0,31240.0,30960.0,31120.0,209750.0,,,,,,
GAS,2017-06-27,31240.0,31840.0,31120.0,31340.0,577840.0,,,,,,
GAS,2017-06-28,31560.0,31890.0,31390.0,31790.0,516800.0,,,,,,
GAS,2017-06-29,31670.0,31890.0,31670.0,31790.0,549030.0,,,,,,
GAS,2017-06-30,31950.0,32680.0,31890.0,32330.0,1282490.0,,,,,,
GAS,2017-07-03,32570.0,33110.0,32290.0,33070.0,868690.0,,,,,,
GAS,2017-07-04,32780.0,32900.0,32170.0,32729.0,394690.0,,,,,,
GAS,2017-07-05,32729.0,33390.0,32680.0,33340.0,1598410.0,,,,,,
GAS,2017-07-06,33340.0,33730.0,33110.0,33670.0,719680.0,,,,,,
GAS,2017-07-07,33670.0,33780.0,33270.0,33670.0,728970.0,,,,,,
GAS,2017-07-10,33560.0,33730.0,33110.0,33450.0,1071320.0,,,,,,
GAS,2017-07-11,33390.0,33560.0,32950.0,33340.0,458340.0,,,,,,
GAS,2017-07-12,33500.0,34950.0,33390.0,34670.0,1483860.0,,,,,,
GAS,2017-07-13,34790.0,35500.0,34550.0,35050.0,882290.0,,,,,,
GAS,2017-07-14,35220.0,35660.0,34950.0,35220.0,750170.0,,,,,,
GAS,2017-07-17,35340.0,35340.0,34280.0,34450.0,723250.0,,,,,,
GAS,2017-07-18,33940.0,34450.0,33620.0,33670.0,509580.0,,,,,,
GAS,2017-07-19,33850.0,34890.0,33850.0,34790.0,687010.0,,,,,,
GAS,2017-07-20,34670.0,34890.0,33670.0,34390.0,253890.0,,,,,,
GAS,2017-07-21,34950.0,34950.0,33270.0,33270.0,462650.0,,,,,,
GAS,2017-07-24,32400.0,33560.0,32170.0,33070.0,772050.0,,,,,,
GAS,2017-07-25,32619.0,33850.0,32619.0,33560.0,284880.0,,,,,,
GAS,2017-07-26,34110.0,34280.0,33780.0,34010.0,332530.0,,,,,,
GAS,2017-07-27,33670.0,34010.0,33340.0,33620.0,350280.0,,,,,,
GAS,2017-07-28,33620.0,34110.0,33620.0,34110.0,338940.0,,,,,,
GAS,2017-07-31,34330.0,34950.0,34110.0,34720.0,513860.0,,,,,,
GAS,2017-08-01,34720.0,35610.0,34670.0,35610.0,811680.0,,,,,,
GAS,2017-08-02,35270.0,35840.0,34840.0,35390.0,580980.0,,,,,,
GAS,2017-08-03,35110.0,35610.0,35050.0,35390.0,465420.0,,,,,,
GAS,2017-08-04,35390.0,35390.0,34890.0,34950.0,576960.0,,,,,,
GAS,2017-08-07,34950.0,35950.0,34720.0,35560.0,635240.0,,,,,,
GAS,2017-08-08,35780.0,36050.0,35500.0,35780.0,516540.0,,,,,,
GAS,2017-08-09,35560.0,35780.0,34670.0,35180.0,458730.0,,,,,,
GAS,2017-08-10,35010.0,35340.0,34670.0,34950.0,272390.0,,,,,,
GAS,2017-08-11,34790.0,35220.0,33900.0,34010.0,498850.0,,,,,,
GAS,2017-08-14,34010.0,34390.0,33850.0,34280.0,149840.0,,,,,,
GAS,2017-08-15,34330.0,34330.0,33670.0,33730.0,294210.0,,,,,,
