symbol,date,open,high,low,close,volume,"('date', '')","('open', 'POW.VN')","('high', 'POW.VN')","('low', 'POW.VN')","('close', 'POW.VN')","('volume', 'POW.VN')"
POW,2018-05-15,10880.0,11510.0,10880.0,11350.0,1895181.0,,,,,,
POW,2018-05-16,11430.0,11590.0,11280.0,11430.0,693830.0,,,,,,
POW,2018-05-17,11430.0,11510.0,11280.0,11430.0,1184478.0,,,,,,
POW,2018-05-18,11430.0,11830.0,11350.0,11670.0,1976452.0,,,,,,
POW,2018-05-21,11670.0,11830.0,11350.0,11510.0,3160750.0,,,,,,
POW,2018-05-22,11350.0,11750.0,10720.0,11040.0,1429020.0,,,,,,
POW,2018-05-23,10880.0,11350.0,10800.0,11200.0,1919170.0,,,,,,
POW,2018-05-24,11200.0,11350.0,10960.0,11200.0,388138.0,,,,,,
POW,2018-05-25,11040.0,11350.0,10960.0,11200.0,2197911.0,,,,,,
POW,2018-05-28,11040.0,11120.0,10410.0,10570.0,2170653.0,,,,,,
POW,2018-05-29,10490.0,11040.0,10490.0,10960.0,728556.0,,,,,,
POW,2018-05-30,10880.0,10960.0,10640.0,10800.0,475750.0,,,,,,
POW,2018-05-31,10800.0,11120.0,10720.0,11040.0,1830351.0,,,,,,
POW,2018-06-01,10960.0,11120.0,10960.0,11120.0,957870.0,,,,,,
POW,2018-06-04,11120.0,11200.0,10960.0,11200.0,745251.0,,,,,,
POW,2018-06-05,11200.0,11350.0,11040.0,11200.0,2905010.0,,,,,,
POW,2018-06-06,11200.0,11280.0,11120.0,11120.0,1186745.0,,,,,,
POW,2018-06-07,11200.0,11280.0,11040.0,11040.0,973810.0,,,,,,
POW,2018-06-08,11040.0,11120.0,10720.0,10960.0,2020050.0,,,,,,
POW,2018-06-11,10880.0,10960.0,10720.0,10960.0,512900.0,,,,,,
POW,2018-06-12,10800.0,10800.0,10640.0,10720.0,517513.0,,,,,,
POW,2018-06-13,10720.0,10880.0,10640.0,10800.0,790800.0,,,,,,
POW,2018-06-14,10720.0,10880.0,9150.0,10720.0,729128.0,,,,,,
POW,2018-06-15,10720.0,10880.0,10640.0,10880.0,830840.0,,,,,,
POW,2018-06-18,10880.0,10960.0,10570.0,10640.0,1032660.0,,,,,,
POW,2018-06-19,10640.0,10640.0,9150.0,10170.0,1394131.0,,,,,,
POW,2018-06-20,10250.0,10640.0,8830.0,10250.0,2175293.0,,,,,,
POW,2018-06-21,10330.0,10410.0,8590.0,10250.0,1690195.0,,,,,,
POW,2018-06-22,10250.0,10490.0,10250.0,10250.0,942700.0,,,,,,
POW,2018-06-25,10490.0,10570.0,10330.0,10330.0,986135.0,,,,,,
POW,2018-06-26,10490.0,10640.0,10090.0,10640.0,2845960.0,,,,,,
POW,2018-06-27,10880.0,10880.0,10410.0,10410.0,712980.0,,,,,,
POW,2018-06-28,10490.0,10570.0,10250.0,10330.0,635970.0,,,,,,
POW,2018-06-29,10330.0,10490.0,10170.0,10330.0,831540.0,,,,,,
POW,2018-07-02,10330.0,10330.0,10010.0,10090.0,730416.0,,,,,,
POW,2018-07-03,10090.0,10170.0,9780.0,9780.0,1193780.0,,,,,,
POW,2018-07-04,9780.0,9860.0,9460.0,9780.0,1150780.0,,,,,,
POW,2018-07-05,9700.0,9780.0,9230.0,9460.0,816591.0,,,,,,
POW,2018-07-06,9460.0,9540.0,8990.0,9300.0,1868830.0,,,,,,
POW,2018-07-09,9300.0,9540.0,8990.0,9230.0,1407200.0,,,,,,
POW,2018-07-10,9380.0,9380.0,8910.0,9150.0,851630.0,,,,,,
POW,2018-07-11,9150.0,9150.0,8520.0,8750.0,1295200.0,,,,,,
POW,2018-07-12,8670.0,8670.0,8440.0,8670.0,1317750.0,,,,,,
POW,2018-07-13,8520.0,8670.0,8440.0,8670.0,489946.0,,,,,,
POW,2018-07-16,8590.0,8750.0,8590.0,8670.0,315451.0,,,,,,
POW,2018-07-17,8750.0,8750.0,8590.0,8670.0,697600.0,,,,,,
POW,2018-07-18,8670.0,9300.0,7330.0,9300.0,2205187.0,,,,,,
POW,2018-07-19,9230.0,10410.0,9230.0,10250.0,3757005.0,,,,,,
POW,2018-07-20,10250.0,10250.0,9930.0,10170.0,1244770.0,,,,,,
POW,2018-07-23,10170.0,10170.0,9860.0,9930.0,802090.0,,,,,,
POW,2018-07-24,9930.0,10170.0,9700.0,9930.0,1534210.0,,,,,,
POW,2018-07-25,9930.0,10090.0,8520.0,9930.0,1128100.0,,,,,,
POW,2018-07-26,9930.0,10090.0,9860.0,10010.0,607800.0,,,,,,
POW,2018-07-27,10010.0,10410.0,9860.0,10330.0,2084160.0,,,,,,
POW,2018-07-30,10330.0,10490.0,10250.0,10410.0,1077075.0,,,,,,
POW,2018-07-31,10330.0,10490.0,10170.0,10330.0,1040300.0,,,,,,
POW,2018-08-01,10250.0,10330.0,10090.0,10250.0,869520.0,,,,,,
POW,2018-08-02,10170.0,10250.0,10010.0,10170.0,503478.0,,,,,,
POW,2018-08-03,10250.0,10720.0,10130.0,10490.0,2312204.0,,,,,,
POW,2018-08-06,10640.0,10640.0,10410.0,10490.0,553870.0,,,,,,
POW,2018-08-07,10410.0,10570.0,10330.0,10490.0,721763.0,,,,,,
POW,2018-08-08,10570.0,10880.0,10410.0,10800.0,2619510.0,,,,,,
POW,2018-08-09,10880.0,11120.0,10720.0,10960.0,2164320.0,,,,,,
POW,2018-08-10,10960.0,10960.0,10640.0,10960.0,1147385.0,,,,,,
POW,2018-08-13,10800.0,10960.0,10720.0,10800.0,1984650.0,,,,,,
POW,2018-08-14,10800.0,10800.0,10570.0,10570.0,988038.0,,,,,,
POW,2018-08-15,10640.0,10720.0,10090.0,10250.0,1169172.0,,,,,,
POW,2018-08-16,10170.0,10250.0,10010.0,10250.0,942255.0,,,,,,
POW,2018-08-17,10410.0,10570.0,8590.0,10410.0,808090.0,,,,,,
POW,2018-08-20,10410.0,10490.0,10250.0,10250.0,270855.0,,,,,,
POW,2018-08-21,10330.0,10490.0,10250.0,10250.0,471320.0,,,,,,
POW,2018-08-22,10410.0,10490.0,8830.0,10330.0,502713.0,,,,,,
POW,2018-08-23,10410.0,10490.0,10330.0,10410.0,448010.0,,,,,,
POW,2018-08-24,10490.0,10490.0,10330.0,10330.0,273220.0,,,,,,
POW,2018-08-27,10330.0,10490.0,10250.0,10490.0,1136652.0,,,,,,
POW,2018-08-28,10490.0,11750.0,10410.0,10490.0,1527425.0,,,,,,
POW,2018-08-29,10490.0,11040.0,10490.0,10960.0,3400083.0,,,,,,
POW,2018-08-30,10960.0,11200.0,10800.0,11120.0,2004651.0,,,,,,
POW,2018-08-31,11280.0,11280.0,9460.0,11120.0,3188217.0,,,,,,
POW,2018-09-04,11120.0,11120.0,10880.0,10880.0,1650290.0,,,,,,
POW,2018-09-05,10800.0,10880.0,10570.0,10800.0,1462960.0,,,,,,
POW,2018-09-06,10640.0,12220.0,10640.0,10880.0,591107.0,,,,,,
POW,2018-09-07,10800.0,11200.0,10800.0,11120.0,1986280.0,,,,,,
POW,2018-09-10,11200.0,11510.0,11120.0,11510.0,4048811.0,,,,,,
POW,2018-09-11,11510.0,11830.0,9780.0,11830.0,4406265.0,,,,,,
POW,2018-09-12,11830.0,11910.0,11590.0,11590.0,1712540.0,,,,,,
POW,2018-09-13,11590.0,11750.0,11590.0,11590.0,1475238.0,,,,,,
POW,2018-09-14,11510.0,11830.0,11510.0,11670.0,1299603.0,,,,,,
POW,2018-09-17,11670.0,12060.0,11670.0,11910.0,2722172.0,,,,,,
POW,2018-09-18,11910.0,11910.0,10170.0,11910.0,2865790.0,,,,,,
POW,2018-09-19,11910.0,12140.0,11750.0,12060.0,2621699.0,,,,,,
POW,2018-09-20,12140.0,12930.0,12140.0,12850.0,4010545.0,,,,,,
POW,2018-09-21,13010.0,13010.0,10720.0,12540.0,3322352.0,,,,,,
POW,2018-09-24,12540.0,12690.0,12380.0,12540.0,1859443.0,,,,,,
POW,2018-09-25,12460.0,12850.0,10640.0,12690.0,2617432.0,,,,,,
POW,2018-09-26,12690.0,12770.0,12540.0,12620.0,2119376.0,,,,,,
POW,2018-09-27,12620.0,12770.0,10720.0,12770.0,2097285.0,,,,,,
POW,2018-09-28,12770.0,13170.0,12770.0,13170.0,5984645.0,,,,,,
POW,2018-10-01,13170.0,13330.0,12930.0,13010.0,3473515.0,,,,,,
POW,2018-10-02,13170.0,13250.0,12930.0,13090.0,4365303.0,,,,,,
POW,2018-10-03,13010.0,13170.0,12930.0,13090.0,1705816.0,,,,,,
POW,2018-10-04,13250.0,13250.0,12930.0,13010.0,3301577.0,,,,,,
POW,2018-10-05,13010.0,13010.0,12460.0,12540.0,3367523.0,,,,,,
POW,2018-10-08,12690.0,12690.0,12140.0,12220.0,2445695.0,,,,,,
POW,2018-10-09,12220.0,12300.0,11830.0,11980.0,2149499.0,,,,,,
POW,2018-10-10,12060.0,12300.0,11910.0,12220.0,1646091.0,,,,,,
POW,2018-10-11,11980.0,12060.0,10880.0,11350.0,4019253.0,,,,,,
POW,2018-10-12,11120.0,11980.0,10880.0,11910.0,2866537.0,,,,,,
POW,2018-10-15,11910.0,13010.0,11590.0,11670.0,1275500.0,,,,,,
POW,2018-10-16,11750.0,11830.0,11430.0,11510.0,1852950.0,,,,,,
POW,2018-10-17,11670.0,11980.0,11590.0,11670.0,989425.0,,,,,,
POW,2018-10-18,11670.0,11750.0,11350.0,11350.0,1474055.0,,,,,,
POW,2018-10-19,11350.0,11980.0,11120.0,11200.0,2106500.0,,,,,,
POW,2018-10-22,11280.0,11430.0,9540.0,11200.0,803910.0,,,,,,
POW,2018-10-23,11120.0,11200.0,10880.0,11120.0,1658420.0,,,,,,
POW,2018-10-24,11040.0,11200.0,10250.0,10800.0,1757100.0,,,,,,
POW,2018-10-25,10490.0,10880.0,10250.0,10880.0,1658071.0,,,,,,
POW,2018-10-26,10800.0,11040.0,10720.0,10880.0,592100.0,,,,,,
POW,2018-10-29,10800.0,10880.0,10640.0,10640.0,625800.0,,,,,,
POW,2018-10-30,10720.0,10720.0,10570.0,10720.0,809900.0,,,,,,
POW,2018-10-31,10880.0,11040.0,10720.0,10960.0,822940.0,,,,,,
POW,2018-11-01,10880.0,10880.0,10720.0,10720.0,455510.0,,,,,,
POW,2018-11-02,10720.0,10960.0,10720.0,10880.0,559767.0,,,,,,
POW,2018-11-05,10800.0,10960.0,10720.0,10880.0,493960.0,,,,,,
POW,2018-11-06,10880.0,11200.0,10880.0,11040.0,1149809.0,,,,,,
POW,2018-11-07,11040.0,11040.0,10800.0,10960.0,385667.0,,,,,,
POW,2018-11-08,11040.0,11350.0,10960.0,11350.0,1541791.0,,,,,,
POW,2018-11-09,11280.0,11280.0,10880.0,10880.0,865720.0,,,,,,
POW,2018-11-12,10800.0,11040.0,10800.0,10960.0,422097.0,,,,,,
POW,2018-11-13,10880.0,10960.0,10720.0,10880.0,586620.0,,,,,,
POW,2018-11-14,10800.0,10880.0,10570.0,10640.0,666702.0,,,,,,
POW,2018-11-15,10720.0,10720.0,10490.0,10570.0,435230.0,,,,,,
POW,2018-11-16,10640.0,11350.0,10640.0,11200.0,2029903.0,,,,,,
POW,2018-11-19,11350.0,11510.0,11120.0,11280.0,1083143.0,,,,,,
POW,2018-11-20,11200.0,11280.0,11040.0,11200.0,608860.0,,,,,,
POW,2018-11-21,11040.0,11280.0,10800.0,11200.0,705927.0,,,,,,
POW,2018-11-22,11120.0,11510.0,11120.0,11510.0,1713090.0,,,,,,
POW,2018-11-23,11670.0,11670.0,11280.0,11350.0,1279600.0,,,,,,
POW,2018-11-26,11350.0,12060.0,11350.0,11910.0,1481185.0,,,,,,
POW,2018-11-27,11910.0,11980.0,11590.0,11670.0,1115600.0,,,,,,
POW,2018-11-28,11750.0,11830.0,11670.0,11750.0,647448.0,,,,,,
POW,2018-11-29,11830.0,11910.0,11510.0,11590.0,1219592.0,,,,,,
POW,2018-11-30,11590.0,11670.0,11430.0,11670.0,738390.0,,,,,,
POW,2018-12-03,11830.0,11910.0,11670.0,11830.0,1255405.0,,,,,,
POW,2018-12-04,11830.0,12380.0,11830.0,12300.0,3482852.0,,,,,,
POW,2018-12-05,12140.0,12300.0,11980.0,12300.0,1799701.0,,,,,,
POW,2018-12-06,12300.0,12300.0,11980.0,12140.0,1615808.0,,,,,,
POW,2018-12-07,12140.0,12220.0,12060.0,12220.0,1204452.0,,,,,,
POW,2018-12-10,12220.0,12220.0,11980.0,12060.0,1176472.0,,,,,,
POW,2018-12-11,11980.0,12060.0,11750.0,11830.0,1740230.0,,,,,,
POW,2018-12-12,11910.0,12140.0,11910.0,12060.0,540080.0,,,,,,
POW,2018-12-13,12140.0,12220.0,12060.0,12140.0,896689.0,,,,,,
POW,2018-12-14,12140.0,12220.0,11980.0,11980.0,1083590.0,,,,,,
POW,2018-12-17,12060.0,12060.0,11670.0,11670.0,983130.0,,,,,,
POW,2018-12-18,11590.0,11830.0,11350.0,11830.0,1879706.0,,,,,,
POW,2018-12-19,11830.0,11910.0,11670.0,11830.0,1034990.0,,,,,,
POW,2018-12-20,11670.0,11910.0,11350.0,11830.0,707270.0,,,,,,
POW,2018-12-21,11830.0,11830.0,11670.0,11830.0,951510.0,,,,,,
POW,2018-12-24,10570.0,11830.0,10570.0,11670.0,947390.0,,,,,,
POW,2018-12-25,11510.0,11670.0,11200.0,11590.0,1487785.0,,,,,,
POW,2018-12-26,11590.0,11750.0,11590.0,11750.0,1406680.0,,,,,,
POW,2018-12-27,11830.0,12690.0,11750.0,12620.0,6707000.0,,,,,,
POW,2019-01-14,12380.0,12460.0,12060.0,12300.0,5012350.0,,,,,,
POW,2019-01-15,12340.0,12460.0,12100.0,12380.0,2169510.0,,,,,,
POW,2019-01-16,12380.0,12380.0,12260.0,12300.0,2143250.0,,,,,,
POW,2019-01-17,12260.0,12380.0,12180.0,12300.0,2113620.0,,,,,,
POW,2019-01-18,12220.0,12260.0,11980.0,11980.0,1448780.0,,,,,,
POW,2019-01-21,11980.0,12260.0,11670.0,12100.0,1817190.0,,,,,,
POW,2019-01-22,12100.0,12260.0,12100.0,12220.0,1768140.0,,,,,,
POW,2019-01-23,12220.0,12220.0,12100.0,12220.0,977240.0,,,,,,
POW,2019-01-24,12140.0,12220.0,12100.0,12140.0,517110.0,,,,,,
POW,2019-01-25,12140.0,12140.0,12060.0,12140.0,435200.0,,,,,,
POW,2019-01-28,12140.0,12500.0,12140.0,12420.0,3064880.0,,,,,,
POW,2019-01-29,12460.0,12930.0,12340.0,12850.0,4980230.0,,,,,,
POW,2019-01-30,12850.0,13680.0,12850.0,13250.0,7552940.0,,,,,,
POW,2019-01-31,13250.0,13360.0,12930.0,12970.0,2362380.0,,,,,,
POW,2019-02-01,12890.0,13170.0,12890.0,13050.0,1619200.0,,,,,,
POW,2019-02-11,13130.0,13480.0,13130.0,13360.0,3752380.0,,,,,,
POW,2019-02-12,13400.0,13400.0,13290.0,13330.0,2686510.0,,,,,,
POW,2019-02-13,13330.0,13330.0,13170.0,13290.0,3916110.0,,,,,,
POW,2019-02-14,13250.0,13560.0,13170.0,13290.0,5089900.0,,,,,,
POW,2019-02-15,13360.0,13400.0,13210.0,13210.0,3055960.0,,,,,,
POW,2019-02-18,13290.0,13800.0,13290.0,13800.0,8489990.0,,,,,,
POW,2019-02-19,13800.0,13880.0,13330.0,13360.0,3702110.0,,,,,,
POW,2019-02-20,13330.0,13400.0,13050.0,13050.0,3391290.0,,,,,,
POW,2019-02-21,13010.0,13250.0,12890.0,12970.0,4536990.0,,,,,,
POW,2019-02-22,12970.0,13050.0,12580.0,12770.0,5377940.0,,,,,,
POW,2019-02-25,12770.0,13010.0,12770.0,12930.0,1893470.0,,,,,,
POW,2019-02-26,12930.0,12970.0,12730.0,12810.0,1675950.0,,,,,,
POW,2019-02-27,12810.0,13010.0,12810.0,12930.0,1365590.0,,,,,,
POW,2019-02-28,12970.0,12970.0,12690.0,12690.0,1692050.0,,,,,,
POW,2019-03-01,12690.0,13170.0,12650.0,13170.0,2603830.0,,,,,,
POW,2019-03-04,13250.0,13360.0,12970.0,12970.0,2024920.0,,,,,,
POW,2019-03-05,13090.0,13480.0,12970.0,13250.0,3907610.0,,,,,,
POW,2019-03-06,13360.0,13440.0,13130.0,13290.0,2418960.0,,,,,,
POW,2019-03-07,13330.0,13400.0,13170.0,13360.0,1974070.0,,,,,,
POW,2019-03-08,13250.0,13250.0,13090.0,13170.0,1326590.0,,,,,,
POW,2019-03-11,13170.0,13170.0,12730.0,12890.0,2640560.0,,,,,,
POW,2019-03-12,13050.0,13170.0,12770.0,12890.0,3079800.0,,,,,,
POW,2019-03-13,13170.0,13210.0,13010.0,13010.0,2715120.0,,,,,,
POW,2019-03-14,13050.0,13090.0,12970.0,13090.0,1449750.0,,,,,,
POW,2019-03-15,13090.0,13090.0,12850.0,12850.0,1643500.0,,,,,,
POW,2019-03-18,12850.0,12850.0,12300.0,12460.0,5694310.0,,,,,,
POW,2019-03-19,12460.0,12690.0,12220.0,12260.0,2644790.0,,,,,,
POW,2019-03-20,12260.0,12730.0,12020.0,12500.0,4660610.0,,,,,,
POW,2019-03-21,12580.0,12620.0,12060.0,12060.0,2162840.0,,,,,,
POW,2019-03-22,12100.0,12340.0,12060.0,12220.0,2211480.0,,,,,,
POW,2019-03-25,11910.0,12020.0,11710.0,11750.0,3191830.0,,,,,,
POW,2019-03-26,11950.0,11950.0,11670.0,11710.0,1539410.0,,,,,,
POW,2019-03-27,11830.0,12260.0,11830.0,12140.0,3047950.0,,,,,,
POW,2019-03-28,12100.0,12140.0,12020.0,12020.0,457770.0,,,,,,
POW,2019-03-29,12140.0,12180.0,11950.0,11950.0,696560.0,,,,,,
POW,2019-04-01,11980.0,12060.0,11870.0,12060.0,1403170.0,,,,,,
POW,2019-04-02,12220.0,12260.0,12060.0,12060.0,2096660.0,,,,,,
POW,2019-04-03,12100.0,12100.0,11980.0,12060.0,587910.0,,,,,,
POW,2019-04-04,12140.0,12180.0,12020.0,12020.0,1308300.0,,,,,,
POW,2019-04-05,12140.0,12260.0,12020.0,12140.0,1648190.0,,,,,,
POW,2019-04-08,12180.0,12300.0,12140.0,12260.0,2362440.0,,,,,,
POW,2019-04-09,12340.0,12340.0,12020.0,12020.0,999160.0,,,,,,
POW,2019-04-10,12020.0,12020.0,11830.0,11870.0,1394870.0,,,,,,
POW,2019-04-11,11910.0,11950.0,11830.0,11870.0,681090.0,,,,,,
POW,2019-04-12,11830.0,11950.0,11790.0,11950.0,600920.0,,,,,,
POW,2019-04-16,11870.0,11870.0,11750.0,11830.0,671970.0,,,,,,
POW,2019-04-17,11910.0,11910.0,11550.0,11550.0,1109360.0,,,,,,
POW,2019-04-18,11550.0,11790.0,11280.0,11350.0,1797300.0,,,,,,
POW,2019-04-19,11350.0,11510.0,11000.0,11120.0,2911730.0,,,,,,
POW,2019-04-22,11120.0,11310.0,11040.0,11240.0,644070.0,,,,,,
POW,2019-04-23,11200.0,11430.0,11040.0,11160.0,1585540.0,,,,,,
POW,2019-04-24,11200.0,11430.0,11120.0,11430.0,1116670.0,,,,,,
POW,2019-04-25,11430.0,11430.0,11240.0,11310.0,507830.0,,,,,,
POW,2019-04-26,11200.0,11670.0,11160.0,11670.0,1125830.0,,,,,,
POW,2019-05-02,11670.0,11710.0,11510.0,11550.0,741980.0,,,,,,
POW,2019-05-03,11550.0,11590.0,11470.0,11510.0,548580.0,,,,,,
POW,2019-05-06,11200.0,11350.0,11120.0,11240.0,719510.0,,,,,,
POW,2019-05-07,11240.0,11310.0,10960.0,10960.0,1733430.0,,,,,,
POW,2019-05-08,10960.0,11040.0,10760.0,10800.0,1830900.0,,,,,,
POW,2019-05-09,10920.0,10960.0,10490.0,10640.0,2839890.0,,,,,,
POW,2019-05-10,10760.0,10760.0,10530.0,10720.0,1510150.0,,,,,,
POW,2019-05-13,10880.0,11280.0,10880.0,11240.0,2065340.0,,,,,,
POW,2019-05-14,11350.0,11980.0,11350.0,11980.0,5562230.0,,,,,,
POW,2019-05-15,12420.0,12580.0,12180.0,12220.0,4049060.0,,,,,,
POW,2019-05-16,12140.0,12300.0,11980.0,11980.0,2155740.0,,,,,,
POW,2019-05-17,12060.0,12340.0,12020.0,12180.0,3015910.0,,,,,,
POW,2019-05-20,12220.0,12300.0,12140.0,12220.0,2200780.0,,,,,,
POW,2019-05-21,12220.0,12300.0,12100.0,12140.0,2095150.0,,,,,,
POW,2019-05-22,12180.0,12420.0,12140.0,12180.0,2668910.0,,,,,,
POW,2019-05-23,12100.0,12220.0,12060.0,12220.0,1087530.0,,,,,,
POW,2019-05-24,12220.0,12460.0,12060.0,12380.0,2890960.0,,,,,,
POW,2019-05-27,12460.0,12580.0,12380.0,12460.0,2310430.0,,,,,,
POW,2019-05-28,12620.0,12770.0,12460.0,12620.0,5215080.0,,,,,,
POW,2019-05-29,12460.0,12540.0,12380.0,12380.0,1945380.0,,,,,,
POW,2019-05-30,12460.0,12460.0,12340.0,12380.0,1021950.0,,,,,,
POW,2019-05-31,12380.0,12380.0,12020.0,12020.0,1733870.0,,,,,,
POW,2019-06-03,11950.0,12140.0,11750.0,11980.0,1182880.0,,,,,,
POW,2019-06-04,11980.0,12300.0,11980.0,12220.0,857300.0,,,,,,
POW,2019-06-05,12300.0,12340.0,12220.0,12300.0,1431870.0,,,,,,
POW,2019-06-06,12300.0,12420.0,12220.0,12420.0,1463300.0,,,,,,
POW,2019-06-07,12500.0,12690.0,12500.0,12650.0,3216140.0,,,,,,
POW,2019-06-10,12850.0,12930.0,12650.0,12690.0,2921550.0,,,,,,
POW,2019-06-11,12690.0,12730.0,12460.0,12500.0,1320290.0,,,,,,
POW,2019-06-12,12500.0,12500.0,12340.0,12420.0,1922670.0,,,,,,
POW,2019-06-13,12420.0,12420.0,12180.0,12300.0,1315050.0,,,,,,
POW,2019-06-14,12140.0,12420.0,12140.0,12300.0,520010.0,,,,,,
POW,2019-06-17,12580.0,12620.0,12380.0,12580.0,3637680.0,,,,,,
POW,2019-06-18,12620.0,12650.0,12420.0,12460.0,3147750.0,,,,,,
POW,2019-06-19,12340.0,12540.0,12340.0,12340.0,1797490.0,,,,,,
POW,2019-06-20,12300.0,12340.0,12180.0,12220.0,1217460.0,,,,,,
POW,2019-06-21,12140.0,12380.0,12060.0,12140.0,33346330.0,,,,,,
POW,2019-06-24,12140.0,12140.0,11670.0,11710.0,2920390.0,,,,,,
POW,2019-06-25,11710.0,11980.0,11630.0,11710.0,2049410.0,,,,,,
POW,2019-06-26,11710.0,11830.0,11670.0,11670.0,882080.0,,,,,,
POW,2019-06-27,11670.0,11710.0,11350.0,11390.0,1137220.0,,,,,,
POW,2019-06-28,11390.0,11980.0,11310.0,11980.0,2710410.0,,,,,,
POW,2019-07-01,11830.0,11910.0,11750.0,11830.0,935300.0,,,,,,
POW,2019-07-02,11830.0,11830.0,11430.0,11670.0,355030.0,,,,,,
POW,2019-07-03,11590.0,11710.0,11510.0,11630.0,494650.0,,,,,,
POW,2019-07-04,11710.0,11790.0,11590.0,11670.0,541380.0,,,,,,
POW,2019-07-05,11710.0,11710.0,11550.0,11590.0,563140.0,,,,,,
POW,2019-07-08,11590.0,11670.0,11510.0,11550.0,563020.0,,,,,,
POW,2019-07-09,11510.0,11590.0,11430.0,11430.0,461750.0,,,,,,
POW,2019-07-10,11510.0,11710.0,11510.0,11590.0,990310.0,,,,,,
POW,2019-07-11,11670.0,11710.0,11550.0,11670.0,588150.0,,,,,,
POW,2019-07-12,11750.0,11830.0,11590.0,11750.0,1071280.0,,,,,,
POW,2019-07-15,11750.0,11750.0,11590.0,11590.0,410750.0,,,,,,
