date,open,high,low,close,volume,ticker,return_1d,return_5d,return_10d,return_20d,ma_5,ma_10,ma_20,ma_50,ema_12,ema_26,volatility_5,volatility_10,volatility_20,rsi_14,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,bb_width,volume_ma_20,volume_ratio,volume_change,momentum_5,momentum_10,momentum_20,daily_range,daily_range_pct,price_range_5,price_range_5_pct,price_range_10,price_range_10_pct,price_range_20,price_range_20_pct,atr_14,hl_ratio,close_position
2024-03-18,28.2,29.45,27.05,29.1,27375900,PDR,3.558718861209975,6.204379562043805,-0.8517887563884163,-0.8517887563884163,28.18,28.235000000000003,28.580000000000002,28.392,28.389674450699772,28.476882838211107,1.7144165390108996,1.983343525362346,1.7763051521760227,52.47524752475248,-0.08720838751133542,-0.05040332716531365,-0.03680506034602177,28.580000000000002,29.842995603609463,27.31700439639054,2.5259912072189223,12216640.0,2.2408698300023575,73.10851571046457,1.7000000000000028,-0.25,-0.25,2.3999999999999986,8.247422680412365,2.3999999999999986,8.247422680412365,2.3999999999999986,8.247422680412365,3.099999999999998,10.652920962199305,0.8464285714285708,1.088724584103512,0.8541666666666675
2024-03-19,29.5,29.9,28.7,28.7,14115900,PDR,-1.3745704467354014,4.553734061930781,-1.0344827586206917,-2.7118644067796627,28.43,28.205000000000002,28.54,28.426,28.437416842899808,28.493410035380656,2.05766133837946,1.995611771195398,1.7961324362549644,50.0,-0.05599319248084811,-0.051521300228420545,-0.004471892252427563,28.54,29.728807451984856,27.351192548015142,2.3776149039697145,12506690.0,1.1286679369201604,-48.43676372283651,1.25,-0.3000000000000007,-0.8000000000000007,1.1999999999999993,4.181184668989545,2.849999999999998,9.930313588850167,2.849999999999998,9.930313588850167,3.099999999999998,10.80139372822299,0.8857142857142851,1.0418118466898953,0.0
2024-03-20,28.7,29.0,28.35,28.75,9299600,PDR,0.17421602787457413,2.131438721136769,1.232394366197198,-2.5423728813559365,28.55,28.24,28.502499999999998,28.451,28.48550655937676,28.512416699426534,1.8482893807213976,1.870089405690116,1.7971775720657521,47.524752475247524,-0.026910140049775322,-0.04659906819269151,0.019688928142916187,28.502499999999998,29.60821481999559,27.396785180004404,2.211429639991188,12648585.0,0.735228486032232,-34.11968064381301,0.6000000000000014,0.3500000000000014,-0.75,0.6499999999999986,2.2608695652173867,2.849999999999998,9.913043478260862,2.849999999999998,9.913043478260862,3.099999999999998,10.782608695652167,0.860714285714285,1.0229276895943562,0.6153846153846145
2024-03-21,29.15,30.75,28.75,30.75,40197300,PDR,6.956521739130439,9.430604982206404,7.329842931937169,5.670103092783507,29.080000000000002,28.45,28.584999999999997,28.516,28.83389016562649,28.678163610580125,3.3772788181740667,2.862048398706853,2.365885765406423,62.41134751773049,0.155726555046364,-0.006133943544880404,0.1618604985912444,28.584999999999997,30.062230695022198,27.107769304977797,2.9544613900444006,14218670.0,2.827078763344251,332.2476235537012,2.6499999999999986,2.1000000000000014,1.6499999999999986,2.0,6.504065040650407,3.6999999999999993,12.032520325203249,3.6999999999999993,12.032520325203249,3.6999999999999993,12.032520325203249,0.9749999999999994,1.0695652173913044,1.0
2024-03-22,31.3,31.5,30.85,31.5,18784900,PDR,2.4390243902439046,12.099644128113862,12.5,12.5,29.76,28.8,28.759999999999998,28.594,29.24406090937626,28.88718852831493,3.213075902002735,2.6933000887800485,2.2042651063393124,64.42953020134226,0.35687238106132924,0.06646732137636152,0.2904050596849677,28.759999999999998,30.701675890347783,26.818324109652213,3.8833517806955697,13920470.0,1.3494443793923625,-53.2682543354902,3.3999999999999986,3.5,3.5,0.6499999999999986,2.063492063492059,4.449999999999999,14.126984126984125,4.449999999999999,14.126984126984125,4.449999999999999,14.126984126984125,0.946428571428571,1.0210696920583469,1.0
2024-03-25,31.6,32.3,31.2,31.45,18301700,PDR,-0.15873015873015817,8.07560137457044,14.78102189781023,11.327433628318584,30.23,29.205000000000002,28.919999999999998,28.66,29.583436154087607,29.077026415106417,3.2927982867630177,2.4832033646375935,2.209779666783882,67.13286713286712,0.5064097389811906,0.15445580489732733,0.3519539340838632,28.919999999999998,31.18515945761463,26.654840542385365,4.530318915229266,14444495.0,1.2670363346035982,-2.572278798396588,2.349999999999998,4.050000000000001,3.1999999999999993,1.0999999999999979,3.4976152623211383,3.9499999999999957,12.55961844197137,5.2499999999999964,16.69316375198727,5.2499999999999964,16.69316375198727,0.978571428571428,1.0352564102564101,0.2272727272727277
2024-03-26,31.5,32.3,31.1,32.0,12976900,PDR,1.748807631160565,11.498257839721248,16.575591985428062,10.918544194107449,30.890000000000004,29.660000000000004,29.077499999999997,28.728,29.9552152073049,29.293542976950388,2.852521042412796,2.4459407961662896,2.1973712564823455,75.35211267605635,0.6616722303545117,0.2558990899887642,0.4057731403657475,29.077499999999997,31.72751986089875,26.427480139101245,5.3000397217975035,14478400.0,0.8962937893689911,-29.094564985766347,3.3000000000000007,4.550000000000001,3.1499999999999986,1.1999999999999957,3.7499999999999867,3.9499999999999957,12.343749999999986,5.2499999999999964,16.40624999999999,5.2499999999999964,16.40624999999999,1.0142857142857136,1.0385852090032153,0.7500000000000014
2024-03-27,32.05,32.6,31.6,32.1,12115200,PDR,0.31250000000000444,11.652173913043473,14.03197158081706,11.846689895470398,31.560000000000002,30.055,29.247500000000002,28.81,30.28518209848876,29.501428682361468,2.828148464232538,2.4488330454844434,2.18404294629353,74.82014388489209,0.7837534161272934,0.3614699552164701,0.42228346091082336,29.247500000000002,32.21299898171054,26.28200101828946,5.930997963421081,14644335.0,0.8272960158313778,-6.640260771062422,3.3500000000000014,3.950000000000003,3.400000000000002,1.0,3.115264797507788,3.8500000000000014,11.993769470404988,5.550000000000001,17.289719626168225,5.550000000000001,17.289719626168225,1.0464285714285706,1.0316455696202531,0.5
2024-03-28,32.5,32.6,32.0,32.1,8643400,PDR,0.0,4.390243902439028,14.234875444839856,10.689655172413804,31.830000000000002,30.455000000000002,29.402500000000003,28.896,30.564384852567414,29.69391544663099,1.1575964618019068,2.4371550542890845,2.1849183904354406,82.53968253968253,0.8704694059364257,0.46326984536046123,0.4071995605759645,29.402500000000003,32.626338019961196,26.17866198003881,6.447676039922385,14258165.0,0.6062070399662228,-28.656563655573166,1.3500000000000014,4.0,3.1000000000000014,0.6000000000000014,1.8691588785046773,1.75,5.451713395638629,5.550000000000001,17.289719626168225,5.550000000000001,17.289719626168225,1.0321428571428564,1.01875,0.16666666666666863
2024-03-29,32.1,32.2,31.6,31.85,8913800,PDR,-0.7788161993769416,1.1111111111111072,13.345195729537362,9.827586206896566,31.9,30.830000000000002,29.544999999999998,28.980999999999998,30.76217179832627,29.853625413547213,0.9401019142551691,2.497345276178712,2.201760774097558,87.39495798319328,0.9085463847790578,0.5523251532441806,0.35622123153487717,29.544999999999998,32.941267300868304,26.148732699131692,6.792534601736612,14340010.0,0.6216034716851662,3.1283985468681275,0.3500000000000014,3.75,2.8500000000000014,0.6000000000000014,1.883830455259031,1.5,4.7095761381475665,5.550000000000001,17.425431711145997,5.550000000000001,17.425431711145997,1.0178571428571421,1.018987341772152,0.4166666666666657
2024-04-01,31.75,33.2,31.5,32.85,15555900,PDR,3.1397174254317095,4.451510333863284,12.886597938144329,11.92504258943783,32.18,31.204999999999995,29.72,29.098000000000003,31.083376137045306,30.07557908661779,1.5579777220334496,2.458218478959174,2.2759440187473037,89.1304347826087,1.0077970504275164,0.6434195326808478,0.3643775177466686,29.72,33.420981377674664,26.019018622325333,7.401962755349331,14272885.0,1.0898917773106138,74.51479728062107,1.4000000000000021,3.75,3.5,1.7000000000000028,5.17503805175039,2.1000000000000014,6.392694063926944,4.850000000000001,14.764079147640796,6.150000000000002,18.721461187214615,1.103571428571428,1.053968253968254,0.794117647058823
2024-04-02,32.8,33.5,32.4,32.95,11960800,PDR,0.3044140030441511,2.968750000000009,14.808362369338003,13.620689655172423,32.37,31.630000000000003,29.9175,29.203999999999997,31.370549039038337,30.28849915427573,1.4900694288765663,2.3123649541418407,2.2385823210099973,88.0952380952381,1.0820498847626077,0.7311456030971998,0.3509042816654079,29.9175,33.86975119061076,25.965248809389244,7.904502381221512,14265360.0,0.838450624449716,-23.110845402708936,0.9500000000000028,4.2500000000000036,3.950000000000003,1.1000000000000014,3.33839150227618,2.0,6.069802731411229,5.149999999999999,15.62974203338391,6.449999999999999,19.57511380880121,1.1321428571428567,1.0339506172839508,0.5000000000000032
2024-04-03,32.8,33.0,32.0,32.25,11617400,PDR,-2.124430955993939,0.4672897196261738,12.173913043478258,13.556338028169023,32.4,31.98,30.110000000000003,29.296999999999997,31.505849186878592,30.433795513218268,1.9372495835996262,2.551192717514336,2.2421774959292673,79.85611510791361,1.0720536736603243,0.7993272172098247,0.27272645645049964,30.110000000000003,34.12557494081023,26.094425059189774,8.031149881620458,14470355.0,0.8028413953907835,-2.8710454150224107,0.14999999999999858,3.5,3.8500000000000014,1.0,3.10077519379845,2.0,6.2015503875969,4.75,14.728682170542637,6.449999999999999,20.0,1.1571428571428568,1.03125,0.25
2024-04-04,32.1,33.25,31.3,32.5,17130400,PDR,0.7751937984496138,1.2461059190031154,5.691056910569103,13.438045375218156,32.480000000000004,32.155,30.302500000000002,29.387999999999998,31.658795465820347,30.58684769742432,1.9573431024654013,1.549202869494281,2.2417597942188094,80.5555555555555,1.0719477683960257,0.8538513274470649,0.21809644094896075,30.302500000000002,34.3918282166094,26.213171783390603,8.178656433218794,14821985.0,1.1557426350114375,47.45468004889217,0.3999999999999986,1.75,3.8500000000000014,1.9499999999999993,5.999999999999997,2.1999999999999993,6.769230769230767,2.6499999999999986,8.15384615384615,6.449999999999999,19.846153846153843,1.232142857142857,1.0623003194888179,0.6153846153846152
2024-04-05,31.7,32.9,31.5,32.2,11746800,PDR,-0.9230769230769154,1.098901098901095,2.2222222222222365,15.000000000000014,32.550000000000004,32.225,30.5125,29.48,31.742057701847987,30.706340460578076,1.9775025622814941,1.4597360077423795,2.1683551662644818,73.84615384615383,1.0357172412699107,0.8902245102116341,0.14549273105827665,30.5125,34.53478986890224,26.49021013109776,8.044579737804476,14735715.0,0.7971652546211704,-31.427170410498295,0.3500000000000014,0.7000000000000028,4.200000000000003,1.3999999999999986,4.347826086956517,2.1999999999999993,6.83229813664596,2.3999999999999986,7.4534161490683175,6.449999999999999,20.031055900621116,1.1607142857142854,1.0444444444444445,0.5000000000000026
2024-04-08,32.0,32.3,31.7,31.85,7193700,PDR,-1.0869565217391353,-3.0441400304414,1.2718600953895098,16.240875912408768,32.35,32.265,30.734999999999996,29.557000000000002,31.75866420925599,30.791055982016736,1.1590854061263822,1.5156130049996466,2.1068860808642453,74.41860465116278,0.9676082272392534,0.9057012536171579,0.06190697362209552,30.734999999999996,34.51752213267952,26.952477867320475,7.565044265359042,14537240.0,0.4948463394702158,-38.760343242414955,-1.0,0.40000000000000213,4.450000000000003,0.5999999999999979,1.88383045525902,2.1999999999999993,6.907378335949763,2.3999999999999986,7.535321821036102,6.449999999999999,20.251177394034535,1.1178571428571424,1.0189274447949526,0.25000000000000444
2024-04-09,31.95,32.2,31.35,32.2,8153500,PDR,1.098901098901095,-2.2761760242792084,0.6250000000000089,17.30418943533698,32.2,32.285000000000004,30.972500000000004,29.645,31.826562023216606,30.89542220557105,1.3540132352326488,1.4513783833718383,2.1032637621330212,75.55555555555554,0.9311398176455548,0.9107889664228374,0.020350851222717403,30.972500000000004,34.472496240599476,27.47250375940053,6.9999924811989445,14525730.0,0.5613143022760302,13.342230006811517,-0.75,0.20000000000000284,4.7500000000000036,0.8500000000000014,2.6397515527950355,1.9499999999999993,6.05590062111801,2.1999999999999993,6.83229813664596,6.449999999999999,20.031055900621116,1.132142857142857,1.0271132376395535,1.0
2024-04-10,32.2,32.4,31.55,31.6,7672900,PDR,-1.8633540372670843,-2.0155038759689825,-1.5576323987538943,12.255772646536434,32.07000000000001,32.235,31.145000000000003,29.725,31.791706327337128,30.94761315330653,1.27619636387935,1.5695612366466007,2.1435197720203436,57.94392523364486,0.844093174030597,0.8974498079443893,-0.053356633913792306,31.145000000000003,34.39006102448498,27.899938975515028,6.490122048969951,14494760.0,0.5293568158424148,-5.89440117740847,-0.6499999999999986,-0.5,3.450000000000003,0.8499999999999979,2.689873417721512,1.9499999999999993,6.1708860759493644,2.1999999999999993,6.962025316455693,6.449999999999999,20.41139240506329,1.0499999999999996,1.0269413629160062,0.05882352941176569
2024-04-11,31.15,31.95,31.1,31.6,8739000,PDR,0.0,-2.7692307692307683,-1.5576323987538943,12.455516014234869,31.890000000000004,32.185,31.320000000000004,29.802999999999997,31.762213046208338,30.995938104913456,1.1372843137647526,1.5695612366466007,2.1404897336870636,51.08695652173915,0.7662749412948813,0.8712148346144877,-0.1049398933196064,31.320000000000004,34.234284240011405,28.405715759988603,5.828568480022803,14315465.0,0.6104586892566884,13.894355458822606,-0.8999999999999986,-0.5,3.5,0.8499999999999979,2.689873417721512,1.7999999999999972,5.69620253164556,2.3999999999999986,7.594936708860754,6.449999999999999,20.41139240506329,1.0571428571428567,1.0273311897106108,0.5882352941176485
